reproductiveCondition	reps
Ex ovis female D from Conn.: New Haven Co., Southbury, larva May-June 1981 on Carya cordiformis ecl. 8 July	2
Ex ovis, Piatrix-A83	1
Ex. ovis, female B, ecl. 25 March1999	1
Female occid. f4 X male beckerii male 1, Mating 6, Female Par. Br. 66-12	1
GONADS DECOMPOSED. TWO DUCTS VISIBLE.	7
GONADS SHOT AWAY.	2
Gonades développés.	4
HOW SEXED: GONADS, TESTES 1.5 X 1.0 MM.	3
HOW SEXED: GONADS, TESTES 10 X 2 MM.	5
HOW SEXED: GONADS, TESTES 11 X 5 MM.	12
HOW SEXED: GONADS, TESTES 12 X 8 MM.	17
HOW SEXED: GONADS, TESTES 12.5 X 4.5 MM.	1
HOW SEXED: GONADS, TESTES 12.5 X 5 MM.	1
HOW SEXED: GONADS, TESTES 16 X 11 MM.	1
HOW SEXED: GONADS, TESTES 5 X 6 MM.	5
HOW SEXED: GONADS, TESTES 6 X 9 MM.	2
HOW SEXED: GONADS, TESTES APPROXIMATELY 10 X 7 MM.	2
HOW SEXED: GONADS, TESTES BOTH 6 X 2 MM.	1
HOW SEXED: GONADS, TESTES CIRCA 1 X 1.3 MM.	1
HOW SEXED: GONADS, TESTES DARK, LEFT 7 X 5 MM, RIGHT 6 X 4 MM.	1
HOW SEXED: GONADS, TESTES DRAWN, CIRCA 1.5 X 1 MM.	2
HOW SEXED: GONADS, TESTES LEFT 10 X 3 MM, RIGHT 10 X 2.5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 10 X 5 MM, RIGHT 6 X 4 MM.	2
HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 8 X 7 MM.	1
HOW SEXED: GONADS, TESTES LEFT 2 X 1 MM, RIGHT 1.5 X 0.5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 3.1 X 2.3 MM. RIGHT 2.9 X 2.2 MM.	2
HOW SEXED: GONADS, TESTES LEFT 4 X 4 MM, RIGHT 3 X 3 MM.	1
HOW SEXED: GONADS, TESTES LEFT BLACK 6 X 2 MM, RIGHT PINK, 5 X 2 MM.	1
HOW SEXED: GONADS, TESTES MELTED.	1
HOW SEXED: GONADS, TESTES NOT ENLARGED.	304
HOW SEXED: GONADS, TESTES RIGHT 6 X 1.5 MM, LEFT 8 X 2 MM.	1
HOW SEXED: GONADS. DRAWING ON LABEL, BREEDING	1
HOW SEXED: GONADS. LARGEST EGG 2 MM.	4
HOW SEXED: GONADS. OVARIES 12 X 7 MM, LARGEST FOLLICLES 1 MM IN DIAMETER. OVIDUCT ENLARGED.	1
HOW SEXED: GONADS. OVARIES IN LAYING CONDITION.	1
HOW SEXED: GONADS. OVARIES, LEFT 10 X 5 MM, RIGHT 4 X 1 MM.	1
HOW SEXED: GONADS. OVARY 10 X 6 MM, OVA 2-3 MM DIAMETER.	1
HOW SEXED: GONADS. OVARY 12 X 6 MM, NO OVA VISIBLE.	1
HOW SEXED: GONADS. OVARY 12 X 8 MM, LARGEST OVUM 4 MM.	1
HOW SEXED: GONADS. OVARY 14 X 7 MM, ALL OVA < 1 MM, OVIDUCT DISTENDED.	1
HOW SEXED: GONADS. OVARY 15 X 7 MM, LARGEST OVA 3 MM.	1
HOW SEXED: GONADS. OVARY 18 X 8 MM, LARGEST EGG 2 MM.	1
HOW SEXED: GONADS. OVARY 22 X 6 MM.	2
HOW SEXED: GONADS. OVARY 23 X 9 MM.	2
HOW SEXED: GONADS. OVARY 27 X 10 MM.	2
HOW SEXED: GONADS. OVARY 4 X 3 MM, TRIANGULAR, GRANULAR.	1
HOW SEXED: GONADS. OVARY 6 X 4 MM, LARGEST EGGS 1.5 MM, OEN.	1
HOW SEXED: GONADS. OVARY 8 X 4 MM, LARGEST OVA 0.4 MM.	1
HOW SEXED: GONADS. OVARY ADULT, DRAWN.	3
HOW SEXED: GONADS. OVARY CIRCA 2 X 2 MM, DRAWN.	2
HOW SEXED: GONADS. OVARY COMPLETELY REDUCED.	1
HOW SEXED: GONADS. OVARY DRAWN	12
HOW SEXED: GONADS. OVARY DRAWN, DOTTED, DUCT NOT USED.	1
HOW SEXED: GONADS. OVARY DRAWN, WITH TINY OVULES, DUCT NOT USED.	1
HOW SEXED: GONADS. OVARY ENLARGED, OVA 8, 5 MM DIAMETER.	1
HOW SEXED: GONADS. OVARY GREATLY ENLARGED, OVA 15 MM, OVIDUCT GREATLY ENLARGED.	1
HOW SEXED: GONADS. OVARY LEFT 5 X 1 MM, RIGHT 4 X 1 MM.	1
HOW SEXED: GONADS. OVARY SLIGHTLY ENLARGED, BROOD PATCH.	1
HOW SEXED: GONADS. OVARY SMALL(DAMAGED BY SHOT).	1
HOW SEXED: GONADS. SEXUAL ORGANS SMALL, JUVENILE.	1
HOW SEXED: PLUMAGE. GONADS, TESTES < 1 X 1 MM.	1
HOW SEXED: PLUMAGE. THROAT DARK.	1
HOW SEXED: PLUMAGE. TUMOROUS GROWTH IN GONAD AREA.	1
HOW SEXED: SIZE. GONAD AREA DAMAGED BY BULLET.	1
HOW SEXED: UNMARKED MEANS. BROOD PATCH.	1
HOW SEXED: UNMARKED MEANS. TESTES 2 X 4 MM.	1
J. H. Gerould research: eC 26-44	1
Lact, no embs	31
Lactante	92
Left gonad appeared to be testes; right not found	1
Neonato	4
Not sexed.	1
ORIGINALLY LABELLED AS MALE.	1
ORIGINALLY LABELLED MALE, LATER MARKED FEMALE. SEX QUESTIONABLE.	1
Ovaire bien développé mais pas d'œuf en formation.	1
Ovaire granuleux blanc crèmeux.	1
Ovaire orangé jaune non granuleux.	1
Ovary:  10 x 6.5 mm.  Largest follicle: 2.0 mm.  Oviduct not fully developed	1
Ovary: 10 x 4 mm	4
Ovary: 12 x 8 mm	2
Ovary: 12.5 x 5 mm, largest ovum: 1 mm	1
Ovary: 14 x 12 mm, York in oviduct: 11 mm, Largest ova: 8.5, 6, 3.5 mm	2
Oviducte dilatée	1
Plb ovo	1
Plugged	1
Plumage nuptial. Testicules : 4x2 et 2x2.	1
Pregnant, 2 embryos	1
Reared from female Pale X, sleeved on Quercus velutina, 14 May.-mid June 1977 in Connecticut, ecl. 6 Jul 1977	1
Reared. ecl. 4 Jun 1951	1
T=14x8 mm	1
T=15 x 14 mm	1
T=2.3x3.3mm, scr.	1
T=22x12	2
T=30 X 15 mm	1
T=3x2	70
T=9 x 11 mm	2
TA (11x6)	1
TA (18 X 10)	2
TA (2 X 2)	1
TA (9 x 5)	2
TA 12x8	2
TA 6x4, juv.	1
TA=16x9	1
TA=5 X 3	3
TS (8 X 4)	16
TS = 24x15	2
TS=20x6	1
TS=25x14	1
TS=7x10	1
TSL (8 X 4)	1
TSLTA (2x1.5), abdominal (25x15)	1
TSS=12x8	1
TSS=5x2	1
Testes 8mm	10
Testes: L 0.5 x 0.8 mm, R:0.5 x 0.8 mm	1
Testes: L 1.5 x 2, R 1.5 x 1.5 mm	1
Testes: L 6.5 x 4 mm, R 7 x 3.5 mm	2
Testes: L 7.5 x 5, R 7.5 x 6.5 mm	1
Testes: L missing, R 4.0 x 2.0 mm.	2
Testes: left: 0.0105g, right: 0.0073g.  Testes: L 2.5 x 1.5, R 1.5 x 1.5 mm	1
Testes: left: 0.0250g, right: 0.0202g.  Testes:  L 5.5 x 3.5, R 4.5 x 3.0 mm	1
Testes: left: 0.0570g, right: 0.0402g.  Testes:  L 6.0  x 4.5, R 4.0 x 4.0 mm	1
Testes: left: 0.0623g, right: 0.0393g.  Testes:  L 6.0 x 4.0, R 4.5 x 4.0 mm.	1
Testicules 13 x 5 mm	1
Testicules granuleux, noir violacé, congestionnés.	1
Testicules. : 3mm	1
Testis L: 10x5mm	1
Tissue-retrolateral scaleclip taken	1
V:P; Uterus medium; no placental scars.	1
VC, 4 embs	3
VC, 6 embs, 1L, 5R, 20 mm	1
VC, 8R, 2L=11	1
VO, 6 embs, 3L, 3R, 17 mm	1
VO, 7 embs, 9 mm	1
VO, Pg	5
VO, adult, mamm. med., NE	1
VO, pg, R4, L2, CRL=8 mm	1
VP, no embs	16
W.H. Evans experimental brood 7a-a-a-a-f, reared 1959	2
W.H. Evans experimental brood 7a-a-c-a, reared 1958	2
[ no gonad meas]	3
[no gonad dara]	1
all N=3 are male	2
baculum collected	7
breeding	615
brood patch 3, partially vascularized, testes shot	2
brood patch 3, t: l broken, r 11.7x6.7 mm	2
brood patch 4, t: l 14.5x5.7, r 9.8x4.9 mm	2
brood patch 4, t: l 5.8x1.6, r 5.2x1.8 mm	2
brood patch 4, t: l 8x4.3, r 7.4x3.5 mm	2
brood patch 5, t: l 10.8x4.9, r 8.3x4.8 mm	2
brood patch active ? ovary granular	1
brood patch active, lrgst ovum: 3 mm	2
brood patch downy, t: l: 7x4, r: 6x4 mm	4
brood patch forming, oviduct enlarged, ova: 10, 8, 6, 3 mm	1
brood patch well developed	54
brood patch well developed, with some feathers	2
descended scrotum	11
ex last instar larva at locality on Lyonia mariana, ecl. 22 June 2001 at night	1
ex ovis LINEELLA-A82	1
ex ovis, CLINT.-C88	1
ex ovis, female collected 2001.	2
ex ovis: SEMIREL -A90	1
ex ovum, reared on Prunus serotina; ex pupae 18-4-1993	1
ex. ovis female J87 larva May 1988 on Malus and Aronia spp., ecl. 17 june 1988, cocoon spun 27 May	1
flower and fruit	142
flowering ?	1
from egss collected 24 Feb. 1979 on shags of Carva ovata, sleeved on foliage of Carva ovata at Wallingford, CONN. ecl. 16020 July	1
gonads=female, ovary 5 X 3mm	1
gonads=largest ova 4, 2.5 mm	1
gonads=ova <1 mm	3
gonads=ovaries 4 x 2 (L) & 5 x 2 mm	1
gonads=ovary 10 x 3 mm, ova minute	1
gonads=ovary 10 x 6 mm; ova minute	1
gonads=ovary 100 x 50 mm	1
gonads=ovary 12 x 5 mm; largest ova 1 mm; brood patch=refeathering	1
gonads=ovary 14 x 7 mm; largest ova 1 mm; brood patch=watery	1
gonads=ovary 5x12mm, egg in oviduct	1
gonads=ovary 6 x 4, lg ova 0.5 mm, oviduct straight & thin; brood patch=no	1
gonads=ovary 7 x 2 mm; three raptured follicles 6, 5, 3 mm; soft-shelled egg in oviduct 30 x 15 mm; brood patch=bare	1
gonads=ovary 9 x 6, lg ova 3 mm, oviduct 5 mm at base	1
gonads=overy 0.4 x 0.4 mm	1
gonads=testes (L) 10 x 7 mm; (R) 8 x 8 mm	1
gonads=testes (L) 5 x 3 mm; (R) 4 x 3 mm; seminal vesicles not enlarged	2
gonads=testes 10mm, cloacal protubrance	2
gonads=testes 18 x 10 (L) & 16 x 10 mm	1
gonads=testes 3 x 2 mm, yellowish	2
gonads=testes 5 x 4 (L) & 6 x 6, one seminal vesicle 3.5 x 2.5 mm, tubules visible	1
gonads=testes 5x13mm	3
gonads=testes 6 x 3 mm; blackish	1
gonads=testis [R] 2 x 1 mm	1
lactating?	2
lrgst ova: 6x6, 5x5, 4x4, 3x3 mm	2
lrgst ovum: 1x1 mm, oviduct moderately large	1
lrgst ovum: 9x9 and 4x4 mm, oviduct enlarged	2
lt: 9x6 mm, cloaca swollen	1
lt: ca 2 mm	7
no emb., no lact.	20
no emb; swollen uterus	24
no gonad sample	2
no ova enlarged, ovary granular	2
ov: 0.4x0.6 in	2
ov: 1.5 mm, see label	2
ov: 11x5 mm, granular, from drawing	2
ov: 12x5 mm, granular, brood patch defeathered	1
ov: 15x12, lrgst ova: 4x4 mm	1
ov: 15x4x7 mm	1
ov: 15x7 mm, regressing, granular, maybe 5 ruptured follicles, brood patch oedematous	1
ov: 1x2, lrgst ova: 0.5x0.5 mm	1
ov: 24x14 mm, granular	2
ov: 2x2 mm, brood patch present	1
ov: 4 mm, ova undeveloped	4
ov: 4x8, lrgst ov: 3x3 mm, granular	1
ov: 6x10 mm, granular	5
ov: 6x3, lrgst ovum: 12x2 mm	1
ov: 6x4 mm, ovum 3x3 mm	1
ov: 6x4, ovum: 1x1 mm	3
ov: 6x9, ova 2x2 mm	1
ov: 7 mm, lrgst ovum: 0.5	1
ov: 7x13 mm	2
ov: 8x2.5, granular, ova: 1x1 mm	1
ov: 8x4 mm, meas from label, see label	1
ov: 8x5 mm	182
ov: 8x6, ovum: 1x1 mm	1
ov: 8x8, lrgst ovum: 5x5 mm	1
ov: 9x6 mm, granular	11
ov: 9x6, ova: 2x2 mm	2
ov: r: 12x4 mm, l: 14x3 mm, granular	2
ovaries entirely undeveloped	2
ovary developing	3
ovary granular, brood patch active, several old ruptured follicles	1
ovary not seen, brood patch present	2
ovary reduced, brood patch present	1
ovary= 5x3mm	1
ovum <1mm	3
pg. 1R, 0L,  CRL=19	1
pregnant; 1 emb; CR-11	48
pregnant; 5 emb; CR-4; lactating	2
pregnant; 6 emb 2L 4R	4
pregnant; 7 emb; CR-35	2
rt: 10x5, lt: 9x6 mm, see label	1
rt: 5.4, lt: 5 mm	1
t: 1.1x1.1 mm	3
t: 1.5x1, 2x1.5 mm, measurement from label, enlarging	1
t: 10x7, cloacal protuberance: 6.18 mm	1
t: 10x8 mm, no brood patch	1
t: 11.8x5.9 mm	1
t: 11x2, 5x2.5 mm	2
t: 12x6 mm, brood patch present	2
t: 12x7, 9x7 mm, brood patch regrowing	2
t: 13x31 mm	2
t: 1x1 mm, from drawing, breeding patch	1
t: 1x1, 1.5x1.5 mm, measurement from label	1
t: 1x2 mm, black	3
t: 1x9 mm	2
t: 2.5x2.5 mm	21
t: 2.5x3 mm	10
t: 22x8 mm	3
t: 25x15, 24x12 mm, brood patch	2
t: 2x0.5, 1.5x0.5 mm from drawing	2
t: 35x15 mm	6
t: 3x2, 3x2 mm	1
t: 3x2, 4x2 mm, see label	1
t: 3x2.3 mm	20
t: 4.3x2.2 mm, white	1
t: 4.5x7 mm	2
t: 4x1, 4x1 mm	2
t: 4x2.5, 3x2 mm, from drawing, breeding	1
t: 4x3, 4x2 mm, from original label	1
t: 7.5x3.5 mm	3
t: 8x6 mm, brood patch well developed, down regrowing	2
t: 8x6, cloacal protuberance: 5.26 mm	1
t: 8x8, cloacal protuberance: 3.84 mm	1
t: 9 mm, elongated	1
t: 9x5 mm, from original drawing, see label	1
t: 9x5 mm, measurement from label	1
t: 9x7 mm	275
t: 9x7, cloacal protuberance: 4.76 mm	1
t: 9x7, cloacal protuberance: 6.18 mm	1
t: 9x8 mm, no brood patch	2
t: < 5x1 mm, larger gonad lost	2
t: ca 3.5x9.5 mm	2
t: l 4.9x1.4, r lost	2
tes.	1
testes 11 x 8	1
testes = 10x22mm	1
testes = 12.8x16.1mm	1
testes = 5.1x7.8mm	1
testes = 8x5mm	4
testes L = 4mm R = 8mm	1
testes size of No 7 shot	2
testes-1.5X1	32
testes-10.5; slightly scrotal	4
testes-13x8; scrotal	19
testes-14X9; non-scrotal	4
testes-14x13	1
testes-2.0X1.0	2
testes-20X10	10
testes-20X9	4
testes-21X10; non-scrotal	2
testes-24; non-scrotal	1
testes-28X7	2
testes-4X2; scrotal	54
testes-5.5X3.0	2
testes-8X4; SCROTA	2
testes: L 18 x 13 mm, R 16.5 x 14 mm	1
testes: R 4.0 x 9.0 mm., L 4.0 x 7.0 mm.	1
testes= 1.5x2.1mm	1
testes= 11.5x11.5mm,epid-	1
testes= 13mm, gray	1
testes= 15x10mm	1
testes= 1x4 mm	1
testes= 3.0 x 1.5mm	1
testes= 4x18mm	1
testes= 9.7x18.7mm, epid+	1
testis 6mm	1
trestes-9x4	1
vagina closed, nipples, large	1
vagina closed; no scars or embryos	1
vagina closed; several faint placental scars in each horn	1
vagina open and bloody; 8 mammae conspicuous; not lactating; 6 embryos; cr-8	1
vagina open; ca 10 placental scars	1
vagina perforate; plac scar; mammary tissue present; not lactating	2
vegetative; pistillate	4
with eggs	2
young OF ROMM 107916	2
young of ROM 110838	1
"...commenced nesting"	1
"Ovaries showed that no more eggs would have been	1
"Testes large"	2
(no pouch young)	1
1 Embryo, 28 mm	1
1 emb, 12x9 mm	2
1 emb, 15x11 mm	1
1 emb, 2 mm	1
1 emb.; CR=12 mm	4
1 emb.; CR=50 mm	1
1 emb:1R, 1L; CR=74 mm	1
1 emb; CR-14	1
1 emb; cr-3	4
1 neonate	8
1 unshelled egg in oviduct, no enlarged follicles, ruptured follicles, brood patch active	1
2 embs, 1L, 1R, 20 mm	1
2 embs/1 R/1 L/cr = 12 mm	1
2 embs: CR=22mm	1
2720|21887|21888|21889|21890|21891|21892|21893|21895|21907~ANT.002808|ANT.022733|ANT.022734|ANT.022735|ANT.022736|ANT.022737|ANT.022738|ANT.022739|ANT.022741|ANT.022753	63
3 emb; cr-5	2
3 embs, 1L, 2R, 20 mm	5
3 embs, 1L, 2R, 6x6 mm	1
4 emb; cr-40	1
4 embs, 1L, 3R, 20 mm	1
4 embs: 2 R, 2 L	1
4 ruptured follicles, 1 ovum 8 mm, 1 unshelled egg in oviduct, brood patch active	1
4 scars (lact)	1
5 œufs en formation.	1
8 embs, 4L, 4R	1
Absolutely not sign of gonads	1
Androconial samples	1
Br. ca 75-13	1
Cross 1-81: red ventral broken-eye male (13-70) X red ventral broken eye female (13-70)	1
Cross 24-85 (1985): 9-84 Normal male X 9-84 Broken-eye female	1
Ex larva coll. as penultimate instar, fed apple	1
F1 hybrid Automeris louisiana (LA.: Lafourche Par.) X io texana (Houston, Texas); bred 1985	1
Female, ova 5mm	1
Flor	39465
GONAD AREA DAMAGED.	2
GONADS REMOVED DURING PREVIOUS AUTOSPY.	2
Gonades développées	11
HOW SEXED: GONADS, OVARY DRAWN, OVIDUCT A THREAD.	1
HOW SEXED: GONADS, TESTES 0.15 X 0.08 CM, CREAM.	1
HOW SEXED: GONADS, TESTES 10 X 8.5 MM.	1
HOW SEXED: GONADS, TESTES 13.5 X 6.5 MM.	1
HOW SEXED: GONADS, TESTES 2 X 4 MM, BLUE.	1
HOW SEXED: GONADS, TESTES 2.5 X 1.0 MM	1
HOW SEXED: GONADS, TESTES 5 X 2.5 MM, 3.5 X 2 MM.	1
HOW SEXED: GONADS, TESTES 9 X 6.5 MM.	6
HOW SEXED: GONADS, TESTES CIRCA 0.8 X 0.4 MM.	1
HOW SEXED: GONADS, TESTES LEFT 1 MM, RIGHT 1.5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 1.5 X 1 MM, RIGHT 1 X 1 MM.	1
HOW SEXED: GONADS, TESTES LEFT 11 X 2 MM, RIGHT 10 X 2 MM.	1
HOW SEXED: GONADS, TESTES LEFT 12 X 8 MM, RIGHT 14 X 10 MM.	1
HOW SEXED: GONADS, TESTES LEFT 5 X 1 MM, RIGHT 6 X 1 MM.	1
HOW SEXED: GONADS, TESTES LEFT 8 X 4.5 MM, RIGHT 4 X 4 MM.	1
HOW SEXED: GONADS, TESTES LEFT 9 X 7 MM, RIGHT 8.5 X 7 MM, CREAM-COLORED.	1
HOW SEXED: GONADS, TESTES MODERATELY ENLARGED, POST BREEDING.	1
HOW SEXED: GONADS, TESTES SKETCHED ON SQ TAG,19 X 13 MM.	1
HOW SEXED: GONADS, TESTES SMALL, WHITE.	1
HOW SEXED: GONADS. APPEARS TO HAVE OVARY CIRCA 2 X 2 MM.	1
HOW SEXED: GONADS. DECOMPOSED TISSUE APPEARS OVARIAN.	1
HOW SEXED: GONADS. NOT DISTINCT, PROBABLY SMALL OVARY.	1
HOW SEXED: GONADS. OVARIES, LEFT 14 X 3 MM, RIGHT 11 X 2 MM, OVA 1 MM, OVIDUCT 4 MM DIAMETER.	1
HOW SEXED: GONADS. OVARY 1.8 X 3.3 MM.	1
HOW SEXED: GONADS. OVARY 10 X 5 MM, LARGEST OVA 5 MM.	2
HOW SEXED: GONADS. OVARY 10.5 MM, LARGEST EGG 2 MM.	1
HOW SEXED: GONADS. OVARY 12 X 4 MM, LARGEST FOLLICLE 1.5 MM.	1
HOW SEXED: GONADS. OVARY 15 X 5 MM.	12
HOW SEXED: GONADS. OVARY 16 X 8 MM.	4
HOW SEXED: GONADS. OVARY 18 X 5 MM, LARGEST OVUM 1.5 X 1.5 MM.	1
HOW SEXED: GONADS. OVARY 2 X 1.5 MM, TRIANGULAR.	1
HOW SEXED: GONADS. OVARY 21 X 11 MM, LARGEST OVA 4 MM.	2
HOW SEXED: GONADS. OVARY 24 X 6 MM, LARGEST OVUM ABOUT 1 MM.	1
HOW SEXED: GONADS. OVARY 3 EGGS. EGGS DRAWN.	1
HOW SEXED: GONADS. OVARY 3 X 1.5 MM, DUCT ENLARGED.	1
HOW SEXED: GONADS. OVARY 3 X 2 MM, NEAR TRANSPARENT.	1
HOW SEXED: GONADS. OVARY 8 X 2 MM, LARGEST OVULE CIRCA 1 X 1 MM.	2
HOW SEXED: GONADS. OVARY 8 X 4 MM, LARGEST OVA 1 MM.	1
HOW SEXED: GONADS. OVARY 9 MM.	1
HOW SEXED: GONADS. OVARY > 20 X 12 MM, OVA TO 5 MM.	1
HOW SEXED: GONADS. OVARY CIRCA 20 X 5 MM, LARGEST OVA 2 MM.	1
HOW SEXED: GONADS. OVARY DAMAGED, LARGEST OVA 11 MM.	1
HOW SEXED: GONADS. OVARY OPAQUE AND SEMI-DOTTED. OVIDUCT UNUSED.	1
HOW SEXED: GONADS. OVARY OPAQUE, DRAWN, DUCT NOT LUMPY.	30
HOW SEXED: GONADS. OVARY SOMEWHAT ENLARGED, NO BROOD PATCH.	1
HOW SEXED: GONADS. OVARY? TRANSPARENT AREA 2 X 1 MM.	1
HOW SEXED: GONADS. OVARY?, TRANSPARENT AREA 2 X 1 MM.	1
HOW SEXED: GONADS. OVIDUCT DISTENDED, OVA TO 5 MM.	1
HOW SEXED: GONADS. TESTES GREATLY ENLARGED, DRAWN.	1
HOW SEXED: GONADS. TESTES, DRAWN.	6
HOW SEXED: GONADS. TESTES: 10X7MM.	1
HOW SEXED: GONADS. WITH OVULES.	1
HOW SEXED: OTHER. IRIS WHITE.	2
HOW SEXED: PLUMAGE. GONADS DAMAGED, POSSIBLE OVARY, SEXED BY G. SMART.	1
HOW SEXED: PLUMAGE. GONADS DECOMPOSED, APPEARANCE OF OVARY.	1
HOW SEXED: PLUMAGE. GONADS PARTIALLY DESTROYED.	1
HOW SEXED: PLUMAGE. GONADS, PROBABLE TESTES DRAWN.	1
HOW SEXED: PLUMAGE. GONADS, TESTES, LEFT 5 X 1.5 MM, RIGHT 4 X 1 MM.	1
HOW SEXED: UNMARKED MEANS. OVARY DRAWN, DOTTED.	1
HOW SEXED: UNMARKED MEANS. TESTES: 6X2.5MM.	1
J. H .Gerould research: 1914i	1
J. H. Gerould research: 1913	1
J. H. Gerould research: 1924 c9	1
J. H. Gerould research: S157 male mate of i101 to test her for albinism	1
Lact; pac scars:2(R)&2(R)	1
Lactating, no embs	4
Liver tissue	1
Male.	7
Near-term fetus (79.0 cm S.L.) is RB 5053.	1
No embryo, no scar.	1
Not scrotal	4
On flowers of solidago sp.	1
Ovaire 10 x 4	1
Ovaire blanchâtre à points granuleux.	1
Ovaire granuleux 20 x 15 mm.	1
Ovary 12 x 4 mmm	1
Parent of brood A84 reared in 1985	1
Phyciodes Br. ba 76.8 batesii female x tharos male	1
Plumage nuptial. Testicules jaunes.	1
Preg ?	1
Progeny of F1 cross(es) between Callosamia angulifera (Strafford, PA) and C. securifera (Georgetwon, SC), 1970 to 1971, D. F. Schweitzer	1
Reared in Lab. F1 of female No. 27 ex pupa Sep 1956	1
T=1 mm, abdom.; inactive	1
T=1.8x3.4mm, scr.	1
T=11.8 mm	1
T=12 X 16 mm	1
T=18.4 x 10 mm	1
T=2 mm	86
T=2.5 mm, abdom.	1
T=22x13	2
T=3x3	3
T=4.1x7.0mm, scr.	1
TA (5 x 1.5)	1
TA 5 X 3	3
TA,  5x3	1
TA=4x2.7	1
TNE	18
TS (18 X 11)	1
TS=25x15	1
TSM (13 X 8)	1
TSM (8 x 6)	1
TSS=5x3	8
Taken as larvae; emerged 20 Sep 1974	1
Testes 1 mm	1
Testes scrotal, 7.0 x 4.0mm.	1
Testes: 3.0mm	1
Testes: L 10 x 4 mm	1
Testes: L 2.5 x 1.5 mm, R missing	2
Testes: L 7 x 4, R 8 x 2 mm	1
Testes: L 7 x 5.5, R 5.5 x 5.5 mm	2
Testicules : 3 x 3 mm. Plaque incubatrice ?	1
Testicules : 9 x 12mm	1
Testicules développés : 7x5 mm. Blanc gris.	1
UTERINE SWELLINGS-2X2	2
Un ovule et un oeuf prêt à pondre. ( apparié à 1390).	1
VC, 10 embs, 6R, 4L	1
VC, 3 embs, 1L, 2R, 11 mm, mamm. lg.	1
VC, 4 embs, 2L, 2R, 8 mm, mammae large	1
VC, 4 embs, 3L, 1R, 4 mm, mammae large	1
VC, NE, juv.	1
VC, Pg?	1
VO, 1 emb, mammae large	1
With egg	2
With unicells growing with it	1
brood patch 3, down at edges, lrgst follicle 2.1 mm, oviduct developed	2
brood patch 3, t: l 29.3x11.5, r 16.7x10.4 mm	2
brood patch 4, t: l 13.5x4.6, r 10.5x3.9 mm	2
brood patch downy, t: l: 7x4, r: 6x4 mm, grey	2
brood patch vascular	1
brood patch well developed, lots of feathers	2
brood patch, shelless egg in oviduct, lrgst ovum: 16x14 mm, 3 collapsed follicles	1
brood patch, t: l: 10x6, r: 9x5 mm	2
brood patch. Ovary: 6 x 3 mm, largest follicle: 1 mm	1
c.fr.	18941
contained eggs in advanced state of development	1
embryo (apprx. 4 mos.)	1
embryo of 27654	1
embryos 18 mm, 3R 2L	1
enlarged oviduct, ov: 8x6 mm	1
ex larva, ecl. 15 Jul 1976	2
ex larva, emgd. 17 Apr 1933	1
ex ovis CEROG-A83	1
ex ovis RELICTA-A83	2
ex ovis female, beth. A/B 2004.	21
ex ovo; emerged 5 March 1975	1
fruit-bearing	9486
fully developed yolk	2
gonads not developed	1
gonads=Reproductive, testes 16.5 x 9 (L) and 9 x 8 mm	1
gonads=breeding	9
gonads=eggs hatching	1
gonads=largest ova 6 mm, others ? 2mm; 1 raptured follicle 14 mm; unshelled egg in oviduct; brood patch=large bare brood patch	1
gonads=male, testes 6 X 3mm	2
gonads=ovaries destroyed	1
gonads=ovary 15 x 12, lg ova 3 mm. 1 ruptured follicle; brood patch=extensive vascularized	1
gonads=ovary 15 x 5 mm	3
gonads=ovary 18 x 12.5 mm; largest follicle 3 mm	1
gonads=ovary 3.72 mm; granular	1
gonads=ovary 4 x 3 mm, ova minute	4
gonads=ovary 5 x 4, lg ova 1 mm, oviduct 1 mm at cloaca; brood patch=large bare	1
gonads=ovary 5x22mm	1
gonads=ovary 6x9mm, ova 2mm	3
gonads=ovary 7.5 x 5 mm	1
gonads=ovary 8 x 4 mm, largest follicle 2 mm diameter	1
gonads=ovary not enlarged; largest ova 1 mm	1
gonads=ovary slightley enlarged	1
gonads=testes (L) 7 x 6 mm; (R) 6 x 6 mm	2
gonads=testes (L) 8 x 5 mm & 5 x 5 mm	1
gonads=testes (L) 9 x 5 mm; (R) 8 x 6 mm; one seminal vesicle 4 x 3.5 mm, tubules enlarged; brood patch=slightly watery	1
gonads=testes 0.5 x 0.7 mm	1
gonads=testes 0.6 x 0.4 mm	1
gonads=testes: L 8 x 3 mm; R 6 x 4mm; one seminal vesicle 4x3 mm, tubules enlarged	1
gravid, 14 + 15 eggs in oviducts	1
lrgst follicle: < 1 mm	26
lrgst ova: 0.5 mm	16
lrgst ovum: 6x6, 2x2 mm	1
lrgst t: 3x 2 mm	2
lt: 10 mm	2
lt: 7x4 mm	2
male, AQ 3 ex., ecl. 5 August 1993	1
no brood patch, t: l: 3x2, r: 4x1 mm	2
no brood patch, t: l: 4x2, r: 5x1 mm	2
no embs, S/E	1
no gonads visible to me-BKM	1
no placental scars, not lactating	4
no reproductiva	16
old ruptured follicles, oviduct enlarged, brood patch active	1
one large testes	2
one testes size of No 2 shot, other No 9 shot	1
ov: 10x10, lrgst ova 5x5 mm, 1 collapsed follicle	2
