"identificationQualifier","reps"
"niphonica",2
"nipisiquit",10
"nipple-top",1
"nipponum",6
"nivalus",2
"no",1
"No florets on specimen",1
"No Graphidaceae",4
"No identification possible",1
"no Psilocybe",1
"no sporophyte",1
"No such combination on record",2
"No try",1
"No!",1
"no. sp.",1
"no.sp. pro tem.",1
"nof. f.",1
"nom prov",6
"nom prov.",7
"nom. cons.",25
"nom. nov.",137
"nom. nud.",2
"nom. prov",1
"nom. prov.",108
"nomen dubium",1
"nomen nudum",1
"nomenclature",1
"Non described",1
"non thesis",1
"non. prov.",1
"non-coralline",1
"""nondescripta""",1
"none",1
"nonthesis",1
"non-thesis",1
"nordini",2
"normal form",1
"Normanskill Fm",1
"""North""",6
"north coast race",1
"""northern form""",1
"northi",12
"Northwest Spring?",1
"NOT",40
"Not a Type specimen. This is a 2nd gathering.",1
"not A. mellea",1
"not A. mellea s.s.",2
"not certain",1
"not cervinus",1
"Not Chordaria gracilis not Acrothrix?",1
"not decora",1
"Not deweyana",1
"Not Eriosyce multicolor!",1
"not examined",3
"NOT Fuscidea according to A.J. Fryday, but no alternative genus provided",2
"NOT Fuscidea according to A.J. Fryday, but no suggested alternative genus",1
"not in mesophaeum grp.",1
"not in tenera grp.",1
"Not Jaapia!",1
"not Scleroderris acerina",1
"Not stricta",1
"not torminosus",1
"not wrong",1
"Notharctus",15
"Nothocyon",2
"Nothofagus cunninghamii",1
"Nothokemas",1
"Nothokemas?",2
"Nothrotheriops",31
"Nothrotheriops ?",2
"Notochoerus",17
"Notropis cf.",4
"Noturus cf.",5
"nov. aff",7
"nov. aff.",13
"nov. comb.",1
"Nov. Eber.",1
"Nov. f.",4
"nov. gen. et spec.",18
"nov. ined.",1
"nov. sp.",14
"nov. sp., ined.",1
"nov. sp.?",1
"nov. spec.",82
"nov. var.",2
"nov. var. ined.",8
"nov.sp.",1
"nova species.",2
"novum",2
"now called",1
"NQ2",1
"nr",4
"nr au nf. progne",1
"nr bernadetta",9
"nr blasea Crosby & Bishop",1
"nr calybicolor",1
"nr eileenae",13
"nr indra",7
"nr klotsi",9
"nr luctifera Petrunkevitch",2
"nr macyi",10
"nr marginata",7
"nr oregonensis",3
"nr saukea Levi",2
"nr venosa",1
"nr.",44
"nr. acreana and senilis",1
"nr. aggressa",1
"nr. bifissus",1
"nr. boliviensis Carico",1
"nr. brevispina Chamberlin & Ivie",1
"nr. carolinensis",1
"nr. coloradensis",2
"nr. Corinna",1
"nr. corniculatus",2
"nr. divisa",4
"nr. dryope",11
"nr. dulcineus Gertsch",1
"nr. filicatus",2
"nr. formosa",1
"nr. formosa (Banks)",6
"nr. fragilis",1
"nr. interruptus",2
"nr. nivosus",1
"nr. ocelote Francke & Stochwell, 1987",2
"nr. palpalis (Banks)",1
"nr. pictilis",1
"nr. puncticollis",1
"nr. rugosa",3
"nr. sordidus",1
"nr. Stasimopus",1
"nr. venosa",15
"nr. versicolor; looks like hybrid/intermediate",1
"nr. viridis",1
"nr. vittata",1
"nr.;",22
"ns?",1
"nsp pro tem",1
"nsp. nr. bicolor",1
"nuda?",1
"Number as CUP-BR 84 (Cornell Univ. Plant Pathology Herb.)",1
"Nyanzachoerus",6
"nycteis",20
"nyika",1
"O. F. Francke",12
"O. microdasys x O. stenopetala",1
"oberfoeli",8
"oberthuri",4
"O'Brien",3
"obscura",17
"obscuroides type",3
"obscurus cf.",1
"obsoleta",12
"obsoleta x L. astyanax arizonensis",1
"""obtusus""",1
"obtusus group",3
"obviously backcrossed into E. coccineus",1
"occidentale Hook.",1
"occidentalis",63
"'ocdipus'",1
"Ochotona",1
"ochracea",40
"ochraceae",2
"ochraceom.-agglut. complex",1
"ochraceomarg-agglut. complex",1
"ochraceomarginata-agglut. complex",1
"ochraceomarginata-agglutinata complex",1
"ockenderi?",1
"Octoblepharum mittenii",1
"Odobenus",4
"Odobenus?",1
"Odocoileus",1875
"Odocoileus ?",23
"Odontia? -Peniophora?",1
"Odontioid",4
"Odontoschisma denudatum",1
"of Kauff.",1
"of Lange",1
"of MAC",3
"Ogallala Fm",1
"Ohio Sh",7
"oileus",2
"OK",4
"okinawana",3
"olancha",37
"Oldman Fm",4
"Oligocentria lignicolor",3
"Oligoryctes",6
"olivaceopictus gp.",1
"olivaceopictus group",1
"olivaceous variant",1
"olive-umbre variant",1
"Omomys",2
"on duplicate",1
"On label as ssp., but that name not published",3
"on label name with two ""r"",83 undetermined",18
"on label name with two ""r""s",1
"Ondatra",39
"one candida",1
"Ontocetus",1
"Onychonycteris",2
"opalactinus",8
"or A. geophilus",1
"or A.pausis",1
"or aeruginea",1
"or Bovista?",1
"or Buellia",2
"or burnetiae",1
"or C. atribarba",1
"or Calicium",1
"or capillare",1
"or Chara",1
"Or Clavariadelphus",1
"or Clitocybe sp",1
"or Clitocybe sp.",1
"or Collybia?",1
"or cornucopoides",1
"or Crepidotus",1
"or Cryptonemia",1
"or Cystopteris fragilis",1
"or Dimelaena sp.",1
"or Eleocharis montevidensis",3
"or Eleocharis palustris",7
"or G. rossii",1
"or G. triflorum",1
"or Galerina sp.",1
"or graveolens",1
"or Helotium?",1
"Or Hohenbuehelia; sp.",1
"or hybrid?",1
"or Inocybe?",1
"or Juncus dudleyi",2
"or Juncus mexicanus",3
"or kellermanii",1
"or L. saccharina?",6
"or Lentoramaria",1
"or Lola?",1
"or Mastocarpus",1
"or Melanelia",1
"or mucifluus",1
"or Mychodeaceae",2
"""or near""",1
"or P. fallax",2
"or P. lyallii ornata/gladiata",1
"or P. perforata?",1
"or perforata",1
"or Pohlia?",1
"or possibly D. pseudorupestris",1
"or Protoparmelia",1
"or Ramaria velocimutans",1
"or Ranunculus macounii",1
"or rel.?",1
"or related",1
"or Rhabdonia",1
"or Rinodina",1
"or Seirococcus",1
"or solis-occasus?",1
"or spectabilis",1
"or spinosum",1
"or Spongomorpha",1
"or ssp. nov.",1
"or subrufescens",1
"or var. nov.",1
"or variicolor",1
"""Orange Gel""",1
"Orangeville Sh",1
"Orcinus",1
"Orcinus ?",1
"Oreamnos",4
"oreas",7
"oreas x Nocomis sp.",1
"Oregon",1
"oregonensis",18
"""oregonensis"" gp.",2
"oregonius",9
"Oreolagus",1
"Oreoweisia hamulosum",1
"Oreowisia serrulata",1
"orig ID C. setacea",1
"orig. ID A. incana",1
"orig. ID C. ovalaris",1
"orig. ID Carex torreyi",1
"Original ID C. anceps",1
"Original ID C. tenella",1
"Oriskany Ss",13
"Ornithomimipus cf.",1
"oro",6
"Orohippus",1
"orr",1
"orseis",24
"Orthaspidotherium",4
"Orthodontium tenella",1
"orthographic",2
"Orthography corrected",1
"Oryx ?",1
"Oryx cf.",1
"Oscar F. Francke",161
"Osteoborus",2
"""ostreatoid""",1
"Oswayo Fm",26
"Otis Bass",1
"Ourayia",1
"Out of range",1
"oval form",1
"ovatocystis type",4
"Ovibos",4
"Ovis",6
"Owens",1
"Owyhee form",1
"Oxyacodon",1
"Oxyaena",35
"Oxyclaenus",4
"Oxydactylus",2
"Oxytropis lambertii var bigelovii (vers. var. typica)",1
"ozarkae",4
"P,ants of Michigan",1
"P. ajax",3
"P. ajax marcellus",2
"P. ajax telemonix (?)",1
"P. ajax welshi",2
"P. albopunctata",3
"P. Beckham",1
"P. clodius altaurus",3
"P. clodius baldur",5
"P. clodius menetriesi",8
"P. cocyta selenis",2
"P. eglanterina nuttalli",1
"P. glandon rustica",5
"P. glandon rusticus",1
"P. Gordy",1
"P. Korea",2
"P. mylitta barnesi",1
"P. nigrosuffusa",10
"P. pallida",3
"P. philenor linnaeus",1
"P. rusticus megalo",1
"P. serrulata?",1
"P.B. Olfers",1
"p.p.",8
"P.P. ?",1
"p.p.f. prolifera",1
"Pachyaena",31
"Pachyaena ?",1
"Pachyarmatherium",16
"Pachyarmatherium cf.",3
"Pachyhyrax",3
"Pachyrukhos",1
"Pacific vicariant of",2
"""pacificus""",1
"padana",1
"Paedotherium",1
"Palaechthon",4
"Palaeictops",3
"Palaeictops ?",6
"Palaeocastor",9
"Palaeochiropteryx",3
"Palaeolagus",86
"Palaeolama",1437
"Palaeolama ?",106
"Palaeolama cf.",23
"Palaeolama?",34
"Palaeosinopa",1
"Palaeosyops",21
"Palaeotherium",5
"Palaeotragus",16
"palatinus cf.",2
"pale beach form",1
"pale form",4
"""pale form""",1
"pale variant",1
"pale, long",1
"paleacea",1
"Paleaolama?",1
"Palenochtha",2
"palenque",2
"Paleoparadoxia",1
"palesha",2
"palla",140
"Pallas",1
"pallens",2
"pallescens",32
"pallid form",2
"pallida",62
"Palorchestes",1
"Palorchestes ?",1
"palustris",9
"Pampatherium",189
"pancaribbea? verna?",1
"pandorus",3
"Panicles and spikelets on small side",1
"Panochthus",3
"Panthera",208
"Panthera ?",9
"Panthera cf.",7
"Panthera?",1
"pantherina X",1
"Pantolambda",4
"paphirides",2
"Papilio agestor",2
"Papilio marcellus",1
"Papilio montezuma",4
"Papilio philenor",3
"Papilio polydamas",3
"Papilio triopas",1
"Papio",2
"pappilionaceus? - subalteatus?",1
"Parablastomeryx",1
"Parachilna Fm",3
"Paracosoryx",2
"paracuta",3
"Paradaphoenus",1
"Paradjidaumo",2
"paradoxa group",1
"paragaudis [on label as ""parguadis""] gp.",1
"""paragaudis"" button",1
"paragaudis group",2
"Parahippus",6
"Parahippus ?",1
"Parahippus cf.",2
"Parahippus?",1
"Paralophiodon",6
"Paramylodon",180
"Paramylodon ?",14
"Paramylodon?",3
"Paramys",21
"Parapapio",2
"Paraparmelia xanthomelanoides",1
"Parapithecus",2
"parasite on",3
"parasite on Aspicilia",1
"parasitized?",1
"parcesquamulosa (Favre) Stz., comb. nov. ined.",1
"Parictis",2
"Parictis?",2
"Parmelioid",1
"Parmularius",1
"Paromomys",4
"parryi",2
"Parsons Point Fm",9
"part 1 of 2",1
"part 2 of 2",1
"partly f. albociliata",1
"paruus group",1
"Parvericius",2
"Parvericius ?",2
"Parvericius cf.",7
"parviflora/rubra intergrade",1
"parvulus cf.",1
"pascoensis",2
"pasicrates",3
"passing towards forma tenuis",1
"Pat Comus",2
"Patriofelis",1
"Patriolestes",1
"patroclus",2
"pauciflora",1
"Paul D. Sorensen",1
"pauper",8
"pedenereus",11
"Pediomeryx",1
"Pediomys",29
"pegala",2
"pelidne",5
"Pelorovis",2
"penelope",2
"Penetrigonias",2
"Peniophora? Aleurodiscus?",1
"Peniophora-like",1
"Peniophoroid Corticiaceae",1
"penroseae",17
"Peradectes",1
"Perameles",2
"Peratherium",46
"perattenuata cf.",1
"Perchoerus",2
"percomis group",1
"perforatum group",1
"pergamus",1
"perhaps",7
"perhaps young",1
"Peridiomys",28
"Periokoala",1
"Periptychus",20
"Periptychus ?",2
"Perognathus",1
"Perognathus ?",1
"Peromyscus",14
"Peromyscus?",3
"persimilis or aurata",6
"pessundatum group",1
"pessundatum type",2
"Pesudohipparion",5
"Petals <12mm",1
"Petals <12mm, 5 styles",1
"'petiolaris'",1
"petreus",1
"Pezizales",1
"pfoutsi",12
"Phaedrates daunia",2
"Phaedrates piasus catalina",3
"phaeostictiformis (Murill)",1
"""Phaeotrype""",1
"phaeton",14
"Phenacocoelus",1
"Phenacodus",247
"Phenacodus ?",5
"Phenacolemur",35
"Phenacomys",1
"pheres",2
"philea",5
"phileta",18
"Phillips",1
"Philotes ancilla",12
"Philotes enoptes ancilla",2
"Philotrox",1
"Phiomia",2
"Phleg.",1
"Phlegmacium",10
"Phlegmacium sect. Scaurus",2
"Phoca",1
"Phocides batabana",3
"Phocoena",10
"Phocoena ?",3
"Pholiota or Naematoloma",1
"photo ID",12
"Phyciodes pallida barnesi",17
"phyllisae",1
"Physarales ined.",1
"Physeter ?",3
"Physeter?",3
"Picrodus",3
"picta",7
"piedmontanus",5
"Pierre Sh",2
"pikei",3
"Piliopogon gracilis",3
"Pilopogon gracilis",3
"pima",18
"piniperda group",1
"pinnata",4
"pintetorum group",1
"pinyon?",1
"pistillate",4
"Plagiolophus",5
"Plagiomene",8
"Plant of Michigan",1
"Plants of Michgan",1
"Plants of Michigan",180
"Plants of Michigan, Grand Valley State University Herbarium",1
"Plants of Tennessee",2
"platina",97
"Platybelodon",2
"Platychoerops",1
"""Platyclinia""",1
"Platygonus",98
"Platygonus ?",12
"Platygonus cf.",3
"Platygonus?",5
"platyopunita",1
"""platyphylla-sulfureum"" group",1
"Platysamia gloveri",15
"Pleasant Mills Fm",1
"Plebeius pheres",2
"Plebejus aquilo rusticus",3
"Plebejus icarioides",14
"Plebejus icarioides ardea",28
"Plebejus icarioides pembina",11
"Plebejus melissa annetta",10
"Plebejus melissa melissa",75
"Plebejus melissa pseudosamuelis",1
"Pleshippus ?",1
"Plesiadapis",15
"Plesiadapis ?",3
"Plesiolestes",3
"Plesiomeryx",3
"Plesiosminthus",3
"Pleurochaete squarrosa var. crispifolia",1
"pleurotoid",13
"""Pleurotoid""",1
"Pleurotoid fungus",1
"Pleurotoid intermenase",1
"Pleurotus - Hypsizygus",1
"Pleurotus spathulatus",1
"Pliohippus",21
"Pliohippus ?",9
"Pliohippus?",1
"Plithocyon",1
"pocillum",1
"Podosordaria",1
"Poebrotherium",17
"Poebrotherium ?",1
"Poebrotherium?",1
"Pohlia juliforme",1
"Pohlia leucostomoides",1
"Pohlia nutans var. tricillata",1
"Pohlia polycarpa",1
"Pohlia scabridens",2
"Pohlia sericeum",1
"Pohlia subnitidum",1
"Pohlia wahlenbergii var. glacialis",1
"Polanisia jamesii",1
"polaris",8
"Polycaonini",2
"Polygonum lapathifolium",1
"Polyommatinae",16
"polypore",8
"Polypore (fleshy)",1
"Polypore?",2
"Polyporus cf. tuberaster/squamosus",1
"Polyporus cf. tulipiferae/ Irpex lacteus",1
"polyporus sp.",1
"Polysiphonia",1
"Polysiphonia variabilis",1
"Pomelomeryx",1
"pomona",2
"Pomoxis cf.",79
"Pondaungia",3
"Pontoporia ?",1
"poor",1
"poorly developed",1
"Porella as original ID",1
"Posidonia Sh",10
"positive",2
"poss. californica Banks",1
"poss. mis id",5
"poss. versicolor Walckenaer",2
"possible",1
"possible hybrid",2
"possible mis-id for N.A.",2
"possible mis-id for North America",16
"possible var. nov.",1
"possibly",26
"possibly a hybrid",1
"Possibly a hybrid with H. comata",1
"Possibly A. stolonifera",1
"possibly C. fallax",1
"possibly depauperate D. clandestinus",1
"Possibly hybrids with awned trit",1
"possibly of [Thelotrema]",1
"possibly R. gymnocapra",1
"possibly sawatchense",1
"possibly ssp. vauriei",1
"Possibly with some introgression from E. lanceolatus",1
"possibly X P. fremontii",1
"possibly!",1
"Possibly; very worn condition makes it impossible to be sure",1
"possitive",1
"Protungulatum",177
"Protylopus",1
"Protypotherium",1
"prov.",21
"provis. named. var. macrospora",1
"prox",1
"prox.",2
"prox. cf.",1
"prox. or opaca",1
"pr��x.",6
"pryeri",1
"Pseudaelurus cf.",1
"Pseudhipparion",6
"Pseudhipparion ?",5
"Pseudhipparion?",2
"pseudobryoniae",18
"Pseudocheirus",1
"pseudochristina",14
"pseudocolumbiaensis",10
"Pseudocylindrodon",1
"pseudoglaucopus group",1
"Pseudohazis eglanterina nuttalli",2
"Pseudohazis hera",5
"Pseudohazis hera pica",1
"Pseudohipparion",7
"Pseudohipparion ?",13
"Pseudoloris",3
"Pseudorca",2
"pseudosalor group",1
"pseudosalor/integerrimus",2
"Pseudotomus",1
"Psilocybe latispora aff.",1
"PSS 2401",1
"Pterothamnion",1
"Ptilodus ?",1
"Pubescent form",2
"pubescent with villous hairs",1
"Published as ""collomae""",1
"Puffball",6
"pugetensis",1
"pulcherrima [=M. pulchrum?]",1
"pulchrior",3
"pulverulentara",6
"Puma",56
"Puma ?",1
"Puma?",1
"pumicum?",1
"pungitius cf.",6
"Purgatorius",14
"Purple",2
"Purple or Fuligo",1
"Purple Ss",1
"""Purpuracentes""",1
"purpurascens",11
"purpurascens [= purpureus?]",1
"purpurascens cf.",4
"""purpurea"" form",2
"""purpurea form""",6
"putnami",1
"pyrenaica",6
"pyrenecus",2
"pyreno",1
"Pyreno-",1
"pyriform",3
"Pyrrbanoea andria",1
"Pyrrbengea andria",1
"pyrrocoma racemosa",1
"q",3
"QLD1",1
"""Quasi-Pleurotoid""",1
"Quercus cf. gambelii x Q. turbinella",4
"Questionable",57
"quino",7
"R Kirby",6
"R Rogers",10
"R. A. Coleman",4
"R. A. Taber",1
"R. Beckham",12
"R. Beller",1
"R. Beshear",1
"R. Bruce",1
"R. Collar",1
"R. Gfeller",1
"R. Gordon",1
"R. Gutierrez",1
"R. Harris",1
"R. Jennings",1
"R. Kirby",23
"R. L. Hall",3
"R. L. Wilson",1
"R. Mack",1
"R. McManaway",29
"R. Morris",3
"R. Morris II",3
"R. Roark",1
"R. Rogers",2
"R. S. Felzer",1
"R. Shaw",1
"R. Sivinski",1
"R. W. Sites",5
"R. W. Strandtmann",1
"R.A. Taber",5
"R.L.",1
"R.L. Wilson",1
"R.W. Sites",1
"race apicella",1
"race emmeli",1
"race extranea",1
"race insulana",1
"race josephinella",1
"race subcaerulea",1
"race tufa",1
"race valerie",4
"racemosa",2
"Racomitirum heterostichum var. diminutum",3
"Racomitirum javanicum",1
"Racomitirum laetum var. olivaceum",1
"Racomitirum lanuginosum var. pruinosum",1
"Racomitrium canescens var. ericoides",4
"Racomitrium heterostichum var. heterostichum",1
"Racomitrium protensum",1
"radamanthus",1
"Radulum? Odontia?",1
"""rainierensis""",1
"rainieri",4
"Ramapithecus",8
"ramelli random",1
"Rangifer",30
"Rangifer ?",11
"Rangifer?",2
"rapae",8
"Raul Gutierrez",4
"Rawnsley Qtzt",2
"Red",1
"""Red Baron""",2
"red cap semisanguineus",1
"red form",1
"red polypore",1
"Red River Fm",27
"red-flowered form",3
"reducta",22
"ref.",4
"regalis",2
"Rehm Ascomyceten no. 156",1
"Rehm Ascomycetes no. 1855",1
"rei?",3
"reicheli",8
"Reid Moran",6
"reidentification",3
"reinthali",12
"Reithroparamys ?",1
"rel.",1
"rel.;",2
"related to",1
"remingtoni",3
"Resup. Hydnoid",1
"Resupinate",2
"rev",4
"Rev.",49
"rev. vidi",1
"rev./vidi",1
"Rhacomitrium anomodontoides",4
"Rhacomitrium canescens fo. ericoides",7
"Rhacomitrium canescens var. ericoides",2
"Rhacomitrium canescens var. erucoides",1
"rhadamanthus",1
"Rhamphidium dicranelloides",1
"Rhizomys",1
"Rhodomelaceae",2
"Rhodophora florida",2
"Rhodophyllaceae",1
"'Rhodophyllis'",7
"Rhodophylloid",2
"Rhodophyta",3
"Rhynchotherium ?",2
"Rhyncotherium",1
"ricei",15
"Richard Felger",1
"Richardoestesia cf.",3
"richardsonii (L.) L'Her.",2
"right:",1
"rigidus/paleaceus group",1
"rimosus",1
"rivularis",1
"""robusta""",1
"robustum comb. nov. ined.",1
"rockportensis cf.",1
"roma serratum",1
"Rooneyia",1
"rosa",4
"roseialbus Murr.",1
"rosinoe",1
"rossii",7
"Ruben P. Sauleda, Bruce Hansen and Donald R. Rchardson",1
"""rubro semisanguineus""",1
"rubrofasciata",10
"rudimentary thallus",1
"Ruellia malacosperma",1
"ruficolis",2
"rufosaturior",10
"rufosplendens",8
"Russellagus",67
"Russellagus ?",4
"Rust",1
"rust form",1
"rusticus",2
"Ruth Taber",3
"rutilus",12
"rutoolivacei",1
"Ryan A. Gregory",2
"s",3
"S. a. chitone",5
"S. a. hollandi",1
"S. A. Homan",1
"S. a. lurana",1
"S. A. Redhead",1
"S. a. tetonia",2
"S. a. wasatchia",19
"S. acadia sugonen",2
"s. amp.",29
"s. ampl.",1
"s. auct. amer.",19
"S. b. behrii",9
"S. Becton",1
"S. Bell",1
"S. Blair",2
"S. C. Yarborough & A. M. Powell",1
"S. calanus falacer",1
"S. cecropia",1
"S. columella istapa",7
"S. columella modestus",3
"S. D. Foir",1
"S. Dani",1
"S. Denl",1
"S. f. semiluna",14
"S. gloveri",2
"S. gloveri-cecropia",2
"s. H. Smith",1
"S. hintonii",1
"S. Hotchins",1
"S. Hunkins",1
"s. l.",32
"S. L. Sickeman",1
"s. Lange",2
"s. lat.",3067
"s. latiss. (sensu Andrew)",1
"s. latissime (sensu Andrews)",1
"s. latu",2
"S. Lettwhich",1
"S. liparops fletcheri",3
"S. m. franki",8
"S. p. echo",2
"S. Reed",1
"s. Reid",1
"S. s. megapallidum",6
"S. s. putnami",6
"S. s. saepium",15
"S. Stockwell",1
"s. str",7
"s. str.",146
"S. Terner",1
"S. Turner",4
"S.A. Stockwell",6
"S.I.",3
"s.l.",1751
"S.L. Hatch",1
"s.l. or ""spectabilis""",1
"s.l.;",7
"s.l.; probably",1
"s.lat.",7
"s.latu",4
"s.n.",3
"s.s.",86
"s.s. Singer",1
"s.str.",52
"S.T. Bates",2
"S.W. Taber",34
"S.W.Taber",5
"SA1",1
"sab.-bolt. complex",1
"sabuletorum or boltonii",1
"sabuletorum-boltonii complex",1
"sabulocollis",1
"sacajawea",7
"sachalinensis",4
"sagata",14
"Saghatherium",6
"sagittigera",3
"sakuntala",9
"Salamanca Cgl",3
"Salem Ls",1
"Salmonidae cf.",1
"salor gp.",1
"salor group",4
"""salt marsh Ecad""",1
"salt marsh form",1
"Saluda Fm",2
"Saluda Ls",1
"Samia gloveri",9
"Samia gloveri-cecropia",1
"Samotherium",7
"San Clemente I. race",1
"San Jose Fm",2
"San Nicolas I. race",1
"Sandalus",1
"""Sandberg"" type",1
"""Sandbergii""",1
"sandbergii form",3
"sandbergii type",1
"sandbergs type",1
"Sanders",1
"sanfordi",17
"Santa Cruz Fm",2
"sapinea [sapineus] group",1
"sapporensis",2
"sara",8
"Sarah N. Carrell",1
"Satherium",1
"Satyrodes canthus",2
"Satyrus baroni",1
"sayi",19
"saylorii",1
"scabrella form",1
"Scaldicetus cf.",1
"Scalopoides",33
"Scalopoides ?",1
"Scelidodon",1953
"Scelidodon ?",29
"Scelidotherium",101
"Scelidotherium cf.",1
"Scenopagus cf.",1
"Schaubeumys",9
"Schismotherium",2
"Schistocerca prob. obscura",1
"Schiziodelphis",1
"Schizophyllum commune",1
"schlumbergeri",1
"""Schottera nicaeensis""",1
"schreyveri",14
"schwartzii",1
"Schwarzrand Fm",1
"Scirrotherium",12
"Sciuravus",1
"Sciuropterus",7
"scolecina, alnicola?",1
"Scott",1
"Scott. Crypt. Flora I, tab. 42.",1
"scriptura",2
"scrobiculatus type?",1
"scudderi",4
"""seabeckensis""",1
"Seattle form",1
"""Seattle form'",4
"""Seattle form""",16
"Seattle form?",1
"""Seattle form?""",1
"Seboomonk Fm",1
"sec Dennis",1
"sec. Singer?",1
"sec. Sm.",1
"Sect. Acutae",1
"Sect. Bartonia",1
"sect. Basipedes",1
"sect. Calocybe",1
"sect. Corticolae",1
"Sect. Cuspidata",1
"sect. Deliciosi",1
"sect. Echinatae",1
"sect. Eulepiotae (Bigelow)",1
"sect. Flammuloides",1
"sect. Gymnopilus",1
"Sect. Leptiota",1
"sect. Minores",1
"sect. Ovales",2
"sect. Ovisporae",1
"sect. Palustria",1
"sect. Porospora",1
"sect. Psilocybella",1
"sect. Rubrotincti",3
"sect. Russula",1
"Sect. Scabrum",1
"Sect. Stenospora",1
"Sect. Straminella",3
"Sect. Trachyphytum",2
"sect. Viscipelles",1
"section Balsamorhiza",1
"section Calyptrospora",1
"section Candicantes",1
"section Denudata[?]",1
"section Ovales",3
"section Ovales, immature",2
"securifera",1
"See 1186A",1
"see 1557",1
"see 1563",1
"see 1571",1
"see 1585",1
"see 1589",1
"see 1651",1
"see 1711",1
"see 2347",1
"see 2348, 2378",1
"see 2368",1
"see also S. acinacifolium",3
"See ID remark",2
"see if",1
"see notes on specimen",2
"see R. lobata",1
"seemingly",1
"seemly",1
"seems to be S. longipes laeta",1
"segregata",14
"selenis",21
"Selenohyrax",1
"semidea",3
"semiluna",1
"seminole",10
"semiramis",3
"""semisanguinea"" red form",1
"semisanguineus gp.",1
"semisanguineus gr.",1
"semisanguineus group",1
"sen. str.",1
"Senecio smallii X",1
"Senecio tomentosus X",1
"sennae",5
"sens Zhu L. Yang",1
"sens. lat.",5
"sens. lat. [use s. l",4
"sens. latiss",1
"sensu",2
"sensu A.H. Smith",1
"sensu AHS",1
"sensu AHSmith",1
"sensu American authors",2
"sensu amplo",12
"Sensu Auct. Amer.",2
"sensu Bitt.",3
"sensu Borgesen",3
"sensu Brandrud et al",1
"sensu Bres",1
"sensu Bres.",1
"sensu Burlingham",1
"sensu CH Kauffman",10
"sensu Crum",4
"sensu Dawson, 1944, 1963",1
"sensu Doty",1
"sensu FNA",2
"sensu gabrielson",1
"sensu Hale",1
"sensu Harris (1975)",1
"sensu Heim, Smith",1
"sensu J. Lange",2
"sensu Joss.",1
"sensu K et M, Orton, Pearson",3
"sensu K, Brd.",1
"sensu Kauff.",6
"sensu Kauffm.",1
"sensu Kauffman",3
"sensu Kauffman, Bresadola, non Heim",1
"sensu Lange",6
"sensu lato",27
"sensu Levring",11
"sensu Lindauer",7
"sensu Lloyd",1
"sensu McKnight",1
"sensu Moldenke, non Kunth",2
"sensu Moldenke, non Kunth?",2
"sensu Murrill",1
"sensu Neuhoff",1
"sensu North American authors",6
"sensu Pappenfuss et Edelstein",1
"sensu Rea",5
"sensu Ricken",1
"sensu Smith",3
"sensu Smith, Heim",
"sensu str.",3
"sensu stricto",12
"sensu stricto!",1
"sensu strictu",2
"sensu Stuntz",1
"sensu Thiers",7
"sensu Thompson",9
"sensu Thomson",10
"sensu Vickers",1
"sensu Wagner",1
"sensu. Crum",1
"sequoia",14
"sequoiae",10
"ser.",10
"serenus",8
"Sericeocybe",3
"Sericeocybe (turgidus group)",1
"serrate form",1
"Setonix",3
"Severn Fm",1
"sg76ug",1
"""shacklefordensis""",1
"shastaensis",6
"shastensis",4
"Shawangunk Cgl",2
"shepardi cf.",1
"Sherel Goodrich, 1980: var. montanus (Engelm.) C.L.Hitchc. or var. brunnescens (Rydb.) Cronquist.",1
"Short straw",1
"shoshone",8
"Shoshonius",3
"Shoshonius ?",1
"show to Bruce Allen",1
"siamensis",3
"sibiricus / S. americanus",1
"sidonea? abietus?",1
"Sierran race",1
"Sigmodon",3
"Sigmodon ?",1
"silenus",3
"""silver blue""",1
"silvestris",26
"Sim to",1
"Simatherium",1
"similar to",1
"similis",2
"simplex",1
"Simpsonodus",1
"simsii",1
"""sinapizans""",1
"Sinclairella",2
"Sinopa",15
"sirius",4
"siskiyouensis",1
"Sissom, W. Dav",1
"sister",7
"Sister #2",1
"sisymbrii",15
"siva",4
"Sivapithecus",38
"Sivatherium",1
"SJI sp 2",6
"SJI sp. 1",4
"SJI sp. 2",2
"SJI1",2
"SJI2",2
"Skaneateles Fm",2
"skinneri",20
"Skunk Cabbage",1
"sl",1
"slender form",1
"""slightly ab."" on label",1
"Sm 13462",1
"Sm 21568",1
"Sm. 14001",1
"Sm. 19492",1
"Sm. 34482",1
"Sm-19195",1
"small",1
"small brown spored",1
"small confluens type!",1
"smaragdinus",3
"smilacis",3
"Smilodon",1890
"Smilodon ?",211
"Smilodon cf.",2
"Smith",3
"Smith F.",4
"Smith, F.",10
"smithii",1
"""Smoky Bigfoot""",3
"""snow bank""",1
"""snowbank"" Phlegmacium",1
"snyderi",82
"snyderi? halcyone?",1
"sodagnitus group",1
"Soergelia cf.",1
"Soleglad & Fet, 2008",4
"sollasi cf.",1
"Solnhofen Ls",9
"some concern (see Howell)",1
"something like",1
"something near gralla??",1
"Sonia Salas",1
"sorediate morph",1
"Sorex",4
"Sorex?",2
"Sosio Ls",3
"Sosipatra? sp.",2
"sosybia",4
"sosybius",1
"Southwest Carex Working Group 2014",3
"sp",8
"sp #2",1
"sp #4",2
"sp #5",1
"sp 1",1
"Sp 2",1
"sp.",266846
"Sp. # 2",1
"sp. #1",9
"sp. #2",1
