"lifeStage","reps"
"19 form II females, 13 form II males, 1 juv.",$1.00
"19 form II females, 2 form I males, 13 form I",$2.00
"19 form II females, 20 form I males, 2 form I",$1.00
"19 form II females, 21 form II males",$1.00
"19 form II females, 35 form II males",$1.00
"19 form II females, 5 form I males, 10 form I",$1.00
"19 form II females, 52 form II males",$1.00
"19 form II females, 7 form I males, 21 form I",$1.00
"19 form II females, 9 form I males, 1 form II",$1.00
"19 form II females, 9 form II males",$2.00
"19 form II females, 9 form II males, 21 juv.",$1.00
"1-9 fresh; 10 small embryo",$1.00
"1-9 fresh; 10-15 small embryo; 1",$1.00
"19 juv",$2.00
"19 juv. females, 1 form II females, 15 juv. m",$1.00
"19 juv. females, 20 juv. males, 3 form II mal",$1.00
"19 juv. females, 25 juv. males",$1.00
"19 juvenile",$2.00
"19 juvenile; 10 adult",$1.00
"19 juveniles",$165.00
"19 juveniles, 1 exuvia",$2.00
"19 juveniles, 13 pupae",$1.00
"19 juveniles, 19 pupae",$1.00
"19 juveniles, 2 pupae",$1.00
"19 juveniles, 3 pupae",$1.00
"19 larvae",$1.00
"19 nymph",$5.00
"19 pupae",$6.00
"1-9 small embryos; 10-14 fresh",$1.00
"19 unknown",$33.00
"19 years",$1.00
"19.5 years old",$1.00
"19+ years old",$1.00
"190",$1.00
"190 adult",$1.00
"190 days",$2.00
"1901 fresh",$2.00
"1902",$1.00
"1904 fresh",$1.00
"192",$1.00
"19-21 days after eruption of arms",$1.00
"193 adult",$4.00
"193 adults + 61 larvae/pupa",$1.00
"193 days",$2.00
"193 juveniles",$2.00
"194 adult",$1.00
"195",$1.00
"195 adults + 6 immatures",$1.00
"195g wet, 85g dry",$1.00
"196 adult",$2.00
"196 juveniles",$1.00
"197 adult",$1.00
"198 adult",$2.00
"198 adults + 47 larvae/pupa",$1.00
"199 adult",$2.00
"1994",$1.00
"1995 Fragments!",$1.00
"19F",$1.00
"19F, 1J",$1.00
"19J",$1.00
"19M  16F",$1.00
"19M 19F 6J",$1.00
"19m 22f",$1.00
"19M 5F",$1.00
"19M 93F 14J",$1.00
"1A, 2J",$1.00
"1A, 4J",$1.00
"1-addled- balance 1/3 to 2/3",$1.00
"1Adult female",$1.00
"1Adult male",$1.00
"1Adult, 1 Immature",$1.00
"1Adult, sex unknown",$28.00
"1Adult, sex unknown; 1J",$1.00
"1Adult, Unknown",$6.00
"1adv. 3 addled",$1.00
"1day",$1.00
"1-dried up, 3-embryos large and",$1.00
"1-embryo large and sof, 4-embryo",$1.00
"1-embryo large and soft, 2-a lit",$1.00
"1-embryo large and soft, 2-embry",$1.00
"1-embryo large and soft, 3-embry",$1.00
"1-embryo visible, 2-embryo large",$1.00
"1f",$4321.00
"1F  10J",$2.00
"1F  11J",$1.00
"1F  18J",$1.00
"1F  19J",$1.00
"1F  1J",$138.00
"1F  2J",$19.00
"1F  35J",$1.00
"1F  3J",$12.00
"1F  4J",$8.00
"1F  5J",$10.00
"1F  6J",$5.00
"1F  7J",$1.00
"1F  8J",$3.00
"1F 1?",$2.00
"1F 10J",$5.00
"1F 11J",$2.00
"1F 12J",$3.00
"1F 13J",$2.00
"1F 14J",$2.00
"1F 15J",$2.00
"1F 16J",$1.00
"1f 1j",$129.00
"1F 1M",$11.00
"1F 1M 1J",$1.00
"1F 23J",$1.00
"1F 27J",$1.00
"1F 2J",$49.00
"1F 2M",$1.00
"1F 3J",$29.00
"1F 4J",$21.00
"1F 50J",$1.00
"1F 5J",$12.00
"1F 6J",$10.00
"1F 7J",$6.00
"1F 8J",$4.00
"1F J",$1.00
"1F with acrocerid larvae",$1.00
"1F, 10J",$1.00
"1F, 1J",$37.00
"1F, 2J",$6.00
"1F, 3J",$1.00
"1F, 4J",$2.00
"1F, 5J",$1.00
"1F, 6J",$1.00
"1F, JJ",$1.00
"1F?",$2.00
"1F13J",$1.00
"1F14J",$1.00
"1F1J",$29.00
"1F2J",$7.00
"1F45J",$1.00
"1F4J",$5.00
"1F6J",$1.00
"1F7J",$1.00
"1F9J",$1.00
"1-faint trace of blood, 2-pronou",$3.00
"1-faint trace of blood, 3-pronou",$1.00
"1fresh:others begun",$1.00
"1-fresh; see card",$1.00
"1G",$1.00
"1-infertile, 2-embryo",$1.00
"1J",$317.00
"1J W ACROCERID",$1.00
"1K",$2466.00
"1K+",$678.00
"1-large embryo, 1-infertile",$1.00
"1M",$3068.00
"1M  10F",$1.00
"1M  10J",$1.00
"1M  12J",$1.00
"1M  15J",$1.00
"1M  1F",$89.00
"1M  1F  15J",$1.00
"1M  1F  1J",$15.00
"1M  1F  2J",$5.00
"1M  1F  3J",$6.00
"1M  1F  4J",$3.00
"1M  1F  5J",$4.00
"1M  1F  6J",$1.00
"1M  1F  7J",$1.00
"1M  1F  8J",$1.00
"1M  1J",$39.00
"1M  2F",$28.00
"1M  2F  1J",$6.00
"1M  2F  2J",$3.00
"1M  2F  3J",$1.00
"1M  2F  4J",$1.00
"1M  2F  5J",$6.00
"1M  2F 1J",$1.00
"1M  2J",$9.00
"1M  3F",$9.00
"1M  3F  1J",$4.00
"1M  3F  2J",$4.00
"1M  3F  4J",$3.00
"1M  3J",$6.00
"1M  4F",$4.00
"1M  4F  1J",$2.00
"1M  4F  2J",$1.00
"1M  4F  5J",$1.00
"1M  4J",$4.00
"1M  5F",$3.00
"1M  5F  1J",$1.00
"1M  5F  4J",$1.00
"1M  5F  6J",$1.00
"1M  5F  8J",$1.00
"1M  7F",$3.00
"1M  7F  7J",$1.00
"1M  7J",$1.00
"1M  8F",$1.00
"1M  8F  3J",$1.00
"1M 1?",$1.00
"1m 10f",$1.00
"1M 10F 1J",$1.00
"1M 10F 5J",$1.00
"1M 10J",$2.00
"1m 11f 1j",$1.00
"1M 12F",$1.00
"1M 12J",$1.00
"1M 14F 5J",$1.00
"1M 14J",$2.00
"1M 18F",$1.00
"1M 1F",$446.00
"1M 1F 10J",$1.00
"1M 1F 12J",$2.00
"1M 1F 13J",$1.00
"1M 1F 18J",$1.00
"1M 1F 19J",$2.00
"1M 1F 1j",$41.00
"1M 1F 24J",$1.00
"1M 1F 25J",$1.00
"1M 1F 2J",$14.00
"1M 1F 3J",$6.00
"1M 1F 4J",$2.00
"1M 1F 5J",$5.00
"1M 1F 7J",$2.00
"1M 1F 8J",$2.00
"1M 1F 9J",$1.00
"1M 1F JJ",$1.00
"1M 1J",$87.00
"1M 1J 3J",$1.00
"1M 22F",$1.00
"1m 2f",$119.00
"1M 2F 10J",$1.00
"1M 2F 14J",$1.00
"1M 2F 17J",$1.00
"1M 2F 1J",$12.00
"1M 2F 26J",$1.00
"1M 2F 2J",$11.00
"1M 2F 3J",$4.00
"1m 2f 4j",$3.00
"1M 2F 5J",$1.00
"1M 2F 6J",$2.00
"1M 2F 7J",$1.00
"1m 2f 8j",$1.00
"1M 2F 9J",$1.00
"1M 2F J",$1.00
"1M 2J",$29.00
"1M 2M",$1.00
"1m 2o",$1.00
"1M 30F",$1.00
"1M 32J",$1.00
"1M 38J",$1.00
"1M 3F",$61.00
"1M 3F 10J",$1.00
"1m 3f 1j",$11.00
"1m 3f 2j",$3.00
"1M 3F 3J",$3.00
"1m 3f 4j",$1.00
"1M 3F 5J",$1.00
"1m 3j",$14.00
"1M 40F 23J",$1.00
"1M 46F",$1.00
"1m 4f",$33.00
"1M 4F 1?",$1.00
"1m 4f 1j",$3.00
"1m 4f 2j",$4.00
"1m 4f 3j",$1.00
"1m 4f 4j",$1.00
"1M 4F 8J",$1.00
"1m 4j",$13.00
"1M 5F",$14.00
"1M 5F 1?",$1.00
"1M 5F 17J",$1.00
"1m 5f 1j",$2.00
"1M 5F 2J",$1.00
"1m 5f 3j",$1.00
"1M 5F 4J",$1.00
"1M 5J",$6.00
"1M 6F",$10.00
"1M 6F 1J",$2.00
"1M 6F 6J",$1.00
"1m 6j",$4.00
"1m 7f",$7.00
"1M 7F 1J",$1.00
"1M 7J",$3.00
"1M 8F",$3.00
"1m 8f 2j",$1.00
"1M 8J",$2.00
"1M 9F",$1.00
"1M 9F 1J",$2.00
"1m 9f 3j",$1.00
"1M 9J",$1.00
"1M, 1",$1.00
"1M, 1 F",$1.00
"1M, 11J",$2.00
"1M, 12F",$1.00
"1M, 12F, 2J",$1.00
"1M, 15F",$1.00
"1m, 1f",$113.00
"1M, 1F, 1J",$5.00
"1M, 1F, 2J",$2.00
"1M, 1F, 3J",$1.00
"1M, 1J",$16.00
"1M, 21F",$1.00
"1M, 2F",$38.00
"1M, 2F, 1J",$3.00
"1M, 2F, 2J",$1.00
"1M, 2J",$3.00
"1M, 3F",$19.00
"1M, 3F, 1J",$2.00
"1M, 3F, 2J",$1.00
"1M, 3J",$5.00
"1M, 4F",$10.00
"1M, 4F, 1J",$2.00
"1M, 5F",$7.00
"1M, 5F, 1J",$3.00
"1M, 5F, 2J",$1.00
"1M, 5J",$1.00
"1M, 6F",$5.00
"1M, 6F, 1J",$1.00
"1M, 6J",$3.00
"1M, 7F",$2.00
"1M, 7F, 3J",$1.00
"1M, 7J",$1.00
"1M, 9F",$1.00
"1M, JJ",$1.00
"1M; 9 Adult Female",$1.00
"1M13F",$1.00
"1m1f",$50.00
"1M1F1J",$8.00
"1M1F2J",$4.00
"1M1F5J",$1.00
"1M1J",$8.00
"1M27J",$1.00
"1m28",$1.00
"1M2F",$5.00
"1M2F1J",$1.00
"1M2F2J",$1.00
"1M2F7J",$1.00
"1M3F",$4.00
"1M3F1J",$1.00
"1M4F",$3.00
"1M5F",$1.00
"1M5F2J",$1.00
"1M6F1J",$1.00
"1M6J",$1.00
"1M7F6J",$1.00
"1oeuf + 4foetus",$2.00
"1oeuf embryonn��",$1.00
"1-one half, 2-two thirds incubat",$2.00
"1ou 2",$6.00
"1ou2",$5.00
"1-pronounced trace of blood, 1-e",$1.00
"1-pronounced trace of blood, 2-e",$1.00
"1-pronounced trace of blood, 3-e",$2.00
"1-Showing blood, 2-Infertile",$1.00
"1small,2fresh,3small,4runt W Yol",$1.00
"1st",$29.00
"1st - few days, 3rd - Fresh",$1.00
"1st clutch frag- broke in nest.",$1.00
"1st cycle",$3.00
"1st egg April 1, set taken Apr.",$1.00
"1st egg layed 28th, 2nd layed 29",$1.00
"1st egg of season",$1.00
"1St Fall",$1.00
"1st instar",$3.00
"1st spring",$1.00
"1St Spring?",$2.00
"1st stage",$1.00
"1St Sum.-2Nd Win",$26.00
"1St Sum-2Nd Win",$1.00
"1St Sum-Ad. Win?",$1.00
"1St Summer",$122.00
"1st summer SNFO",$1.00
"1St Summer?",$12.00
"1St Win.",$3.00
"1St Win.-1St Sum",$41.00
"1St Win.-2Nd Win",$1.00
"1st winter",$294.00
"1St Winter?",$3.00
"1st y",$7.00
"1st year",$48.00
"1st year bird",$2.00
"1st year bird; Immature",$1.00
"1st year juvenile captive",$2.00
"1ST YEAR SKIN",$31.00
"1st year skull",$2.00
"1st year skull /snco",$3.00
"1st year/snco",$3.00
"1St Year?",$7.00
"1St Yr",$2.00
"1st yr. Male",$1.00
"1st yr?",$1.00
"1st.",$1.00
"1St?",$5.00
"1-Strictly fresh, 1-faint trace",$2.00
"1-strictly fresh, 2-faint trace",$2.00
"1-strictly fresh, 2faint trace o",$1.00
"1x20%, 2 rotten",$1.00
"1y",$3.00
"1yr?",$1.00
"2",$313.00
"-2",$2.00
"2  - fresh",$1.00
"2 - 1/3; 1 - 1/2",$1.00
"2 - 1/4; 1 - 1/3",$1.00
"2 - 3 days",$1.00
"2 - fresh, 2 - showing blood",$1.00
"2 & 4 days",$1.00
"2 + 3 days",$1.00
"2 + years old",$1.00
"2- 28 days, 1 infertile",$1.00
"2 3"" larvae",$1.00
"2 6-7 days, 1 infertile",$1.00
"2 abandoned and dented eggs.",$1.00
"2 about 5/8, 1 infertile",$1.00
"2 about 50%, 1 infertile",$1.00
"2 ad., 5 t��tard",$1.00
"2 addled",$1.00
"2 addled - 1 advanced",$1.00
"2 adults, 3 ammocoetes",$1.00
"2 adults, 3 juveniles",$1.00
"2 adults, sex unknown",$5.00
"2 Adults,1 Immature",$1.00
"2 adv. 2 infertile",$1.00
"2 adv. 4 addled",$1.00
"2 advanced - 1 addled",$2.00
"2 advanced 2 infertile",$1.00
"2 advanced to feathers; 1 unfert",$1.00
"2 advanced, 1 addled",$2.00
"2 advanced, 1 fresh",$1.00
"2 advanced, 1 infertile",$3.00
"2 advanced, 2 addled",$1.00
"2 advanced, 2 begun",$1.00
"2 advanced, 2 infertile",$1.00
"2 advanced, 2 rotten",$1.00
"2 advanced, 3 addled",$1.00
"2 advanced, 3 advanced & rotten",$1.00
"2 advanced; 1 infert.",$1.00
"2 advanced; 1 one third; 2 fresh",$1.00
"2 almost hatching",$1.00
"2 already pipped for hatching.",$1.00
"2 and 4 days",$1.00
"2 ans",$3.00
"2 bad eggs, 2 young.",$1.00
"2 begun",$1.00
"2 begun, 1 addled",$1.00
"2 begun, 1 fresh",$1.00
"2 begun, 1 half-hatched, 2 nearl",$1.00
"2 begun, 2 a fifth",$1.00
"2 begun, 2 fresh",$1.00
"2 begun, 2 medium",$1.00
"2 begun; 1 fresh",$2.00
"2 begun; 3 fresh.",$1.00
"2 big embryos, 3 small embryos,",$1.00
"2 broken",$4.00
"2 broken, 1 fresh",$1.00
"2 C yr",$1.00
"2 chicks",$1.00
"2 chicks - 4-5 days old",$1.00
"2 chicks + 1 egg",$3.00
"2 chicks + 1 egg in nest",$2.00
"2 chicks 4 weeks + 1 egg",$1.00
"2 chicks approx. 2.5 weeks old +",$1.00
"2 chicks wfvz#5993 & 5994 + 1 eg",$1.00
"2 chicks, 1 egg",$1.00
"2 chicks, 5 weeks + 1 broken egg",$1.00
"2 comm, 2 fresh",$1.00
"2 commenced 2 fresh",$1.00
"2 commenced, 1 fresh",$1.00
"2 commenced, 2 fresh",$1.00
"2 contained live young and 1 was",$1.00
"2 cracked + dry, 1 addled",$1.00
"2 dayas (nest held 1 egg Mar. 27",$1.00
"2 days",$256.00
"2 days - 4 eggs Apr 22",$1.00
"2 days - found before",$1.00
"2 days - Trace in 1",$1.00
"2 days - trace of red",$1.00
"2 days (1 egg, lighter than the",$1.00
"2 days (4), fresh (2)",$1.00
"2 days (but fresh)",$1.00
"2 days (held 3 on the 28th)",$1.00
"2 days (is apparently infertile)",$1.00
"2 days (trace of red)",$1.00
"2 Days At Least. 2 Eggs Bloodsho",$1.00
"2 days but fresh",$1.00
"2 days definitely slightly inc.",$2.00
"2 days incubated",$6.00
"2 days old - Hatchling, born 8 May 1958",$1.00
"2 days old; Downy chick",$1.00
"2 days on last egg",$6.00
"2 days or so",$1.00
"2 days, 1 fresh",$1.00
"2 days, 4 very slight, 4 inferti",$1.00
"2 days, appear fresh",$1.00
"2 days, trace and fresh",$1.00
"2 days.",$1.00
"2 Days. Not Visible In Blowing",$1.00
"2 days; 1 infertile",$1.00
"2 decomposing small embryos",$1.00
"2 deutonymph",$118.00
"2 dev. And broken, 1 addled and",$1.00
"2 died in incubator, 1 hatched",$1.00
"2 egg",$893.00
"2 egg fresh or infertile, 5 egg",$1.00
"2 egg much incubated; 1 egg addl",$1.00
"2 eggs - same nest",$1.00
"2 eggs & 1 young 3 weeks old",$1.00
"2 eggs 1/4 advanced, 2 eggs 1/3",$1.00
"2 eggs 3/4 set, 1 egg nearly hat",$1.00
"2 eggs 4/5 set; 2 eggs 2/3 set",$1.00
"2 eggs addled and 2 started.",$1.00
"2 eggs addled, 1 egg inc. 10 -12",$1.00
"2 eggs addled, 2 incubated",$1.00
"2 eggs advanced, 2 addled",$1.00
"2 eggs and 2 chicks in nest",$1.00
"2 eggs failed- both contained fe",$1.00
"2 eggs fertile, 2 eggs seven eig",$1.00
"2 eggs fresh, 1 trace, 1 slight",$1.00
"2 eggs fresh, 2830a very incubat",$1.00
"2 eggs fresh; 2 slightly incubat",$1.00
"2 eggs fresh; 5 incubated very s",$1.00
"2 eggs hatched in wild",$1.00
"2 eggs hatched under a chicken,",$1.00
"2 Eggs Hatching & I Addled",$1.00
"2 eggs in failed nest",$1.00
"2 eggs incubated",$2.00
"2 eggs incubated other two are n",$1.00
"2 eggs infertile, 3 eggs incubat",$1.00
"2 eggs May 24",$1.00
"2 eggs rotten, others about 3/4",$1.00
"2 eggs showing, 2 fresh",$1.00
"2 eggs slight, 2 well along",$1.00
"2 eggs slight, others not starte",$1.00
"2 eggs- very large embryo, 2 egg",$1.00
"2 eggs with fully formed embryos",$1.00
"2 eggs, 1 chick (2/2 ready to ha",$1.00
"2 embryo full grown, 1 infertile",$1.00
"2 embryons",$1.00
"2 embryos, 1 infertile.",$1.00
"2 embryos, both in first 1/4 of",$1.00
"2 enveloppes *",$1.00
"2 exuvia",$617.00
"2 exuviae, 5 larvae,",$1.00
"2 Eyases Produced",$1.00
"2 F",$2.00
"2 failed eggs + 1 young",$1.00
"2 faint trace of blood, 3 pronou",$1.00
"2 fairly fresh, 1 well set",$1.00
"2 Far advanced, 1 Infertile",$1.00
"2 far advanced, 1 rotten",$1.00
"2 feathered, 1 infertile",$2.00
"2 Female",$29.00
"2 Female Eyases Produced",$1.00
"2 Female, 1 Immature",$1.00
"2 Female, 1 Male",$2.00
"2 Females",$94.00
"2 Females, 1 Male",$2.00
"2 Females, 3 Immature",$1.00
"2 five days 1 infertile",$1.00
"2 foetus",$1.00
"2 for ad; 1 1/28 2 infertile",$1.00
"2 form I males",$181.00
"2 form I males, 1 form II males",$33.00
"2 form I males, 1 form II males, 3 juv. undet",$1.00
"2 form I males, 1 juv. undetermined",$1.00
"2 form I males, 2 form II males",$10.00
"2 form I males, 3 form II males",$4.00
"2 form I males, 4 form II males",$2.00
"2 form I males, 5 form II males",$2.00
"2 form I males, 7 juv. undetermined",$1.00
"2 form II females",$244.00
"2 form II females, 1 form I males",$80.00
"2 form II females, 1 form I males, 1 form II",$48.00
"2 form II females, 1 form I males, 2 form II",$33.00
"2 form II females, 1 form I males, 3 form II",$14.00
"2 form II females, 1 form I males, 4 form II",$11.00
"2 form II females, 1 form I males, 5 form II",$2.00
"2 form II females, 1 form I males, 7 form II",$1.00
"2 form II females, 1 form I males, 7 juv. und",$1.00
"2 form II females, 1 form II males",$136.00
"2 form II females, 1 form II males, 1 juv. un",$1.00
"2 form II females, 1 form II males, 2 juv. un",$1.00
"2 form II females, 1 form II males, 4 juv. un",$1.00
"2 form II females, 1 juv. males",$10.00
"2 form II females, 1 juv. males, 1 form I mal",$4.00
"2 form II females, 1 juv. males, 1 form II ma",$7.00
"2 form II females, 1 juv. males, 14 form I ma",$1.00
"2 form II females, 1 juv. males, 14 form II m",$1.00
"2 form II females, 1 juv. males, 18 form I ma",$1.00
"2 form II females, 1 juv. males, 2 form I mal",$1.00
"2 form II females, 1 juv. males, 2 form II ma",$3.00
"2 form II females, 1 juv. males, 3 form II ma",$4.00
"2 form II females, 1 juv. males, 6 form II ma",$1.00
"2 form II females, 1 juv. males, 7 form II ma",$1.00
"2 form II females, 1 juv. undetermined",$4.00
"2 form II females, 10 form I males",$3.00
"2 form II females, 10 form II males, 4 juv. u",$1.00
"2 form II females, 11 form I males, 1 form II",$1.00
"2 form II females, 12 form II males",$1.00
"2 form II females, 13 form II males",$1.00
"2 form II females, 14 form I males, 1 form II",$1.00
"2 form II females, 15 form II males",$1.00
"2 form II females, 2 form I males",$52.00
"2 form II females, 2 form I males, 1 form II",$17.00
"26 adults + 13 larvae",$1.00
"26 adults + 15 larvae",$1.00
"26 adults + 16 larvae",$2.00
"26 adults + 17 larvae",$1.00
"26 adults + 20 larvae",$1.00
"26 adults + 4 larvae",$2.00
"26 adults + 4 larvae/pupa",$1.00
"26 adults + 5 larvae",$1.00
"26 adults + 58 larvae",$1.00
"26 adults + 6 larvae",$1.00
"26 days",$1.00
"2-6 days",$1.00
"26 egg",$1.00
"26 exuvia",$1.00
"26 form II females, 2 form I males, 22 form I",$1.00
"26 form II females, 22 form II males",$1.00
"26 gr. (fresh)",$1.00
"26 juv. females, 1 form II females, 12 juv. m",$1.00
"26 juv. females, 10 form I males",$1.00
"26 juv. females, 11 juv. males, 4 form I male",$1.00
"26 juv. undetermined",$1.00
"26 juveniles",$99.00
"26 juveniles, 1 pupa",$2.00
"26 juveniles, 2 pupae",$1.00
"26 juveniles, 7 pupae",$1.00
"26 nymph",$2.00
"26 pupae",$2.00
"26 unknown",$19.00
"26.6mm",$1.00
"260 adult",$3.00
"2609 advanced-feathered",$1.00
"261",$1.00
"261 juveniles",$1.00
"2612 slight-dead",$1.00
"2615-2616 moderate",$1.00
"2619 moderate",$1.00
"262 adult",$3.00
"2622 advanced feathered (slightl",$1.00
"2625 slight-moderate",$1.00
"2628 moderate",$1.00
"2629 and 2631 moderate",$1.00
"263 adult",$1.00
"2634-35 moderate with light feat",$1.00
"2638-39 advanced-feathered",$1.00
"264 adult",$1.00
"2642 fresh",$1.00
"2645 advanced-slightly feathered",$1.00
"2649-50 moderate",$1.00
"2653 moderate",$1.00
"2656 moderate",$2.00
"2659 moderate",$1.00
"266 adult",$1.00
"2662 moderate",$1.00
"2664 infertile-no development.",$1.00
"2668 moderate.",$1.00
"267 adults + 129 larvae",$1.00
"267 adults + 2 larvae",$1.00
"267 juveniles",$1.00
"2671 moderate.",$1.00
"2674 moderate.",$1.00
"2677 moderate.",$1.00
"2682 slight",$1.00
"2685 advanced-feathered",$1.00
"269 adult",$1.00
"269 juveniles",$3.00
"2690 advanced-feathered; 2691 mo",$1.00
"2694 moderate",$1.00
"2697 fresh",$1.00
"26M",$1.00
"26M  32F  4J",$2.00
"26m 43f 13j",$1.00
"27",$1.00
"27 adult",$103.00
"27 ADULT; 19 JUVENILE",$1.00
"27 adults + 1 larva",$6.00
"27 adults + 1 larva/pupa",$1.00
"27 adults + 10 larvae",$1.00
"27 adults + 13 larvae",$1.00
"27 adults + 143 larvae",$1.00
"27 adults + 16 larvae",$1.00
"27 adults + 2 larvae",$2.00
"27 adults + 20 larvae",$1.00
"27 adults + 23 larvae/pupa",$1.00
"27 adults + 32 larvae",$1.00
"27 adults + 4 larvae",$2.00
"27 adults + 42 larvae",$1.00
"27 adults + 43 larvae",$1.00
"27 adults + 55 larvae",$1.00
"27 adults + 6 larvae",$2.00
"27 adults sex unknown",$1.00
"27 deutonymph",$1.00
"27 egg",$1.00
"27 EMBRYO, 2 EGG CASE",$1.00
"27 form II females, 1 form I males, 17 form I",$1.00
"27 form II females, 1 form I males, 29 form I",$1.00
"27 form II females, 12 form I males",$1.00
"27 form II females, 13 form I males, 4 form I",$1.00
"27 form II females, 19 form II males, 1 juv.",$1.00
"27 form II females, 2 form I males, 24 form I",$1.00
"27 form II females, 25 form I males, 13 form",$1.00
"27 form II females, 33 form I males, 2 form I",$2.00
"27 form II females, 33 form II males",$1.00
"27 juv. females, 1 form II females, 25 juv. m",$1.00
"27 juv. females, 4 form II females, 37 juv. m",$1.00
"27 juv. undetermined",$1.00
"27 juveniles",$99.00
"27 JUVENILES, 1 ADULT",$1.00
"27 juveniles, 1 exuvia",$1.00
"27 juveniles, 1 pupa",$2.00
"27 juveniles, 21 pupae",$2.00
"27 juveniles, 35 pupae",$1.00
"27 juveniles, 4 pupae",$2.00
"27 juveniles, 48 pupae",$1.00
"27 juveniles, 5 pupae",$1.00
"27 larvae",$1.00
"27 pupae",$1.00
"27 unknown",$29.00
"27 years",$1.00
"27 yr  3 mo",$1.00
"270 adult",$1.00
"2700 moderate",$1.00
"2703 advanced-feathered",$1.00
"272 juveniles",$1.00
"272 unknown",$1.00
"273 adults",$1.00
"273 juveniles",$1.00
"274 adult",$1.00
"276 adult",$1.00
"278 adult",$1.00
"279 adult",$1.00
