behavior,reps
forage; Social context: family,2
Flock In Cave,2
mechanical sound; song; court; perform visual display,2
song; emit alarm; Social context: family,2
"Male And Female, Food Exchange",2
call; song; duet; advertise; mate; Social context: family,2
duet; mate,2
Perched In Small Tree In Open Bushy Thicket,2
court; fly,2
call; peeps,2
advertise; mate; perform visual display,2
call; song; advertise; court; emit alarm; perform visual display,2
mechanical sound; take flight,2
grunts; groom,2
grunts; squeals,2
Sitting In A Tree,2
mechanical sound; song; court; fly,2
drink; bathe,2
depart; defecate; song; perch,2
dawn song; duet; song,2
song; mimicry; whisper,2
fight; perform visual display,2
vocalize; perform visual display; lek,2
"Flying Low Along Shore, And On Ground, Annoyed By",2
Perhaps On Territory,2
call; lek; court; perform visual display,2
cast pellet,2
Gregarious,2
At Least 4 Birds On Rocky Hillside,2
A Pair On Fencepost Interacting,2
Nest Building,2
call; flush; forage; fly,2
eat; perch; Social context: flock; fly,2
pant; barks,2
call; song; advertise; mate; care for young,2
call; song; advertise; mate; forage; establish flock contact,2
vocalize; care for young,2
call; mechanical sound; song; fly; advertise,2
flight song; song; fly,2
call; scold; fly; emit alarm; Social context: colony; perform visual display,2
call; advertise; Social context: herd,2
call; court; mate; advertise; perform visual display,2
hop; fly; perch; depart,2
call; arrive; Social context: family,2
Calling In The Understory Of Forest Interior,2
call; depart; emit alarm; fly,2
Female Adult Held In Hand,2
call; song; duet; advertise; scold,2
mechanical sound; song; duet; mate; court; perform visual display,2
mechanical sound; song; depart; arrive; advertise,2
perch; roost,2
call; establish flock contact; roost,2
song; lek; advertise; court,2
walk; wipe bill; take flight,2
call; fly; perch; build nest; carry nest material,2
song; mechanical sound; lek,2
scold; perform visual display,2
perform distraction display,2
Perched In Top Of Dead Tree,2
mechanical sound; advertise; court; perform visual display,2
In Response To Playback Of Previous Sounds,2
mechanical sound; advertise; court,2
call; song; advertise; mate; fly; establish flock contact,2
Songs In Response To Playback Of Black-Capped Song,2
mechanical sound; advertise; song,2
song; duet; advertise; Social context: mixed,2
feed young; beg; vocalize,2
on territory of W-P/S,2
2 Close Together,2
50' Up In Pine,2
Foraging W/ Mixed Party,2
Perched In Open,2
beg; song; call,2
incubating,2
gravid,2
crossing path,2
jump; swim,2
crossing road during light rain,2
Singing At Forest Edge,2
fly; collect nest material; copulate,2
call; song; advertise; establish parent young contact; beg; care for young; establish flock contact,2
advertise; forage; call; song; establish flock contact,2
carry nest material; build nest; arrive; depart,2
build nest; land; take flight,2
song; dawn song; whisper,2
be displaced; displace; forage; swim,2
arrive; depart; advertise; counter singing; mechanical sound,2
mechanical sound; advertise; scold,2
subsong; scold; whisper,2
land; call; perch,2
in nest with 3 young Veerys and 1 other Cowbird,2
25 yards from ice edge,2
No Response to Playback,2
In Grass,2
"Female In Nest, Male On Limb Calling",2
collected ca 1500 hrs,2
On Lek,2
Counter-Singing,2
1 of 2 with parents,2
parent of nest collected,2
from a flock of 150 in field,2
Alarmed By Owl?,2
mob; fly; hop,2
75' Up In Tree,2
feeding on ground,2
tape #14,2
Responding to Playback,2
In Family Group Of 3-5 Individuals In Thick Unders,2
lek; advertise; court; fight,2
Perched On Bush,2
Courtship,2
Foraging Along Edge Of Jungle,2
Flight Calls,2
perch; hop; depart,2
flap; hop,2
preen; flycatch,2
allopreen; perform visual display,2
stand; preen; scratch,2
watch; perform courtship display,2
probe; forage,2
fly; hop; call; perch,2
arrive; depart; remove fecal sac,2
defecate; forage,2
song; duet; advertise; establish flock contact,2
hop; hop,2
call; establish flock contact; Social context: colony,2
stand; bob; forage; hop,2
call; mechanical sound; bill drumming; fly,2
squeaks; pant,2
call; song; mate; perform nest relief,2
call; song; mate; incubate,2
call; advertise; emit alarm; fly,2
call; song; court; mate; fly,2
song; advertise; establish parent young contact; forage,2
call; song; advertise; fly; Social context: mixed; perform visual display,2
song; duet; advertise; mate; forage,2
call; song; mate; advertise; court,2
hop; forage; fly; call; perch,2
call; care for young; Social context: family,2
call; eat,2
fly; land; song,2
forage; scratch,2
perch; defecate; song,2
call; fly; land,2
take flight; swim,2
call; song; advertise; mate; Social context: mixed,2
swim; preen; flap,2
swim; feed young; surface dive,2
Close To Ground,2
call; mechanical sound; care for young,2
song; duet; mate; advertise; forage,2
hop; lek; perch,2
defecate; perch; take flight,2
call; depart; fly; forage,2
call; perch; pant; Social context: colony; brood,2
song; call; fly; mechanical sound,2
stand; sit on nest; rest; brood,2
stand; preen; bathe,2
call; forage; roost,2
at nest in Jack Pine,2
Recorder Left On Until Rain Started,2
collected at 1105 hrs,2
Female,2
Feeding On Ground And On Lab Roof,2
"flying 0.25 mi from shore, collected at 1545 hrs",2
among a small flock,2
Close To Their Nest,2
with 3 other young,2
from a flock of ca 6,2
Perched In Midlevel Of Forest Edge,2
"1 of 12 in brood, 9 collected",2
from a large colony,2
Singing In The Canopy,2
Captivity Held,2
near top of Picea mariana,2
"Approached Playback, Challenge To Playback",2
Male + Young,2
Sitting In Pine Tree,2
"Young Begging, Foraging",2
large colony breeding,2
Pair Calling,2
In Open Pine Slope (Not Usually Found In This Loca,2
Spontaneous and In Response to Playback,2
In song,2
fly; preen; call; perch,2
walk; stand; carry food in bill,2
forage; scratch; walk,2
emit alarm; establish flock contact; Social context: mixed,2
call; song; duet; mate; advertise; forage; Social context: mixed,2
call; song; dawn song; mate; advertise,2
land; take flight; perch,2
"""Song """"wie-viel""""""",2
cling; walk,2
Not singing,2
emit escape sounds,2
Response To Screech Owl Tapes,2
flew to singing male amauropteryx,2
swim; roost,2
build nest walls; sit on nest,2
stand; Social context: herd,2
stand; call; forage,2
singing song of L. senegala,2
from a flock with American RObin,2
"first day out of nest, left after parents shot",2
collected before 1100 hrs,2
Perched In Tall Tree Near River,2
"Large Flock Ca 250 Individuals, Ca 50 Galah, Distu",2
"Just Inside Forest, Mid Level (8 M?)",2
Long Pauses In Wren Performance,2
Army Ants!,2
Carrying food to nest,2
While Perched,2
collected at 0700 hrs,2
"In Forest, Not Seen As Sang",2
Pair Called In With Playback,2
In Gully Behind Warah,2
from a brood with a female,2
from a flock of 11,2
On A Lek,2
from nest of 2 young,2
"On Territory, Probable Mate Nearby",2
from a brood of 7,2
attacking duck decoys,2
1 of 2 seen together,2
Response To Intruder Near Nest Sites,2
Group In Canopy,2
Pair Together,2
Group Of Birds,2
with White-rumped and other species of sandpipers,2
Perched In Top Of Acacia Caven,2
After Being Flushed W/ Young Chicks,2
While Foraging,2
Male Spontaneous Song,2
Remained Hidden,2
In Low Vegetation + Willows,2
Food Begging,2
Territorial Border Screaming Conflict,2
"""In Low Brush, Response To """"Pishing""""""",2
Territorial Defense Male,2
"Bird In Dense Shrub Singing, Nest Nearby In Earthe",2
Feeding at nest box,2
fly; mechanical sound; flight sound,2
Near Nest 3B,2
"Singing At Top Of Tree, Moving Rapidly From Treeto",2
Perched Near Nest,2
Male Singing,2
Small Flock W/ Other Small Birds,2
Feeding On Bamboo Seeds,2
"Perched In Live Oak, Flew To Another One",2
In An Aviary,2
"On Eucalyptus Tree, Calling To Others",2
Mist Net Capture,2
Individual #6,2
Perched On Telegraph Wire (Advertizing Song),2
"Long-Leaf Pine Forest W/ Saw Palmetto, Grass, Smal",2
Mixed Pair,2
Group Hw 1,2
beg; run; call,2
jump; perch,2
care for young; sit on nest; rest,2
beg; eat,2
forage; mechanical sound; bill drumming,2
Migrants Flying Overhead Along The River Towards T,2
dabble; forage; swim; drink,2
Paired,2
walk; wade; stand,2
dawn song; advertise; song,2
swallow; perch,2
bathe; hop,2
Responding To Playback Of Scrub Jay Alarm Calls,2
Nesting Colony,2
Individual Response To Playback,2
Banding Hand-Held Birds,2
wipe bill; preen; perch,2
call; fly; swim; land; Social context: flock,2
defecate; preen; call; perch,2
Response To Taped Song,2
"2 Birds, One Feeding The Other",2
Display Flight,2
In response to playback,2
Countersinging With Another Male,2
In Treetop,2
"Alone, Foraging",2
song; depart; perch,2
Perched In Low Bush,2
Near Or In Marsh,2
perform courtship display; lek,2
song; mechanical sound; perform courtship display,2
In Net,2
Robins And Towhees Calling At Dusk From Within Rho,2
Flushed from nest cavity,2
bill swipes; perch; depart,2
preen; hop; perform courtship display,2
perform visual display; defecate; perch,2
perform courtship display; call; perch; hop,2
brood; perform visual display; sit on nest,2
Just Left Nest,2
Counter Singing,2
Head Erect And Head Back While Calling,2
probe; eat; forage,2
call; depart; beg; Social context: family,2
stand; vocalize,2
bathe; preen; perch,2
call; mate; establish parent young contact; forage; beg; emit alarm; Social context: family; perform visual display,2
eat; feed young; eat,2
walk; preen; vocalize,2
call; song; perch; take flight,2
song; advertise; mob; fly,2
song; perch; stretch,2
call; mechanical sound; song; bill drumming; advertise; perform visual display,2
song; subsong; advertise; court; whisper,2
fly; perform courtship display; vocalize,2
walk; forage; take flight,2
call; song; mate; advertise; scold,2
call; mechanical sound; forage; Social context: family; establish flock contact,2
call; establish parent young contact; forage; establish flock contact,2
song; call; advertise; emit alarm,2
song; forage; call,2
fly; court; call; song; perch,2
fly; court; call; perch,2
perch; song; yawn,2
stand; carry food in bill,2
Crossing road,2
perch; allopreen; Social context: flock; preen,2
Calling 2 M Up,2
In Bamboo 20-25',2
perch; song; preen; take flight,2
flying very high,2
3 Birds Together In Understory,2
wade; forage; call; Social context: flock,2
In Mangrove,2
hop; lek; depart; perform visual display,2
mechanical sound; song; duet; perform visual display,2
forage; fly; land; take flight,2
At Nest 3 C,2
eat; swallow; perch,2
fly; stretch; perch,2
combatting in shallow water,2
eat; swim; forage,2
preen; call; take flight,2
crossing road at dusk,2
sit on nest; vocalize,2
perch; rest; stretch,2
Stand/Perch; call,2
forage; mechanical sound; call,2
25' Up In Tree,2
run; forage; preen,2
scratch; forage,2
forage; hop; eat,2
be displaced; walk,2
call; fight; fly,2
call; arrive; emit alarm; establish flock contact,2
call; fight; perform visual display,2
run; perform visual display,2
song; duet; forage; Social context: family; establish flock contact,2
stand; fly; call,2
scratch; stand,2
swim; fly; land,2
scratch; preen,2
Social context: flock; fly; forage,2
take flight; forage; walk,2
call; mechanical sound; forage; scold,2
with A220-A224,2
song mimics A. subflava,2
song; counter singing; advertise; perform visual display,2
fight; barks,2
song; duet; court; perform visual display,2
song recorded - mimics L. senegala,2
advertise; court; perform visual display,2
mechanical sound; bill drumming; advertise; scold,2
song; court; Social context: colony,2
call; mechanical sound; song; dawn song; advertise,2
call; mechanical sound; bill drumming; perform visual display,2
call; mechanical sound; bill drumming; court,2
call; fly; emit alarm; establish flock contact,2
call; song; advertise; forage; Social context: family,2
call; song; scold; perform visual display,2
fly; wing flaps,2
call; forage; Social context: colony,2
song; bill snap; mechanical sound,2
call; song; advertise; establish parent young contact; forage; Social context: family,2
song; duet; advertise; mate; emit alarm,2
song; incubate; Social context: colony,2
mechanical sound; bill drumming; forage; Social context: mixed,2
song; fight; perform visual display,2
call; Social context: colony; establish flock contact,2
call; mechanical sound; court; fight,2
call; song; dusk song; emit alarm,2
subsong; song; call,2
call; fly; flush; emit alarm,2
flock; call,2
Flock Of 100-200 Barbets Feeding In Top Of Fig Tre,2
Aggression/defense; slither,2
breath sounds; swim; mechanical sound,2
walk; pant,2
vocalize; fight,2
"with adult male, adult female and 4 siblings",2
forage; regurgitate,2
taken at nest with young and parents,2
collected at 1450 hrs,2
call; mechanical sound; establish parent young contact; forage; beg; care for young,2
taps,2
with 3 others,2
with adults,2
At Large Army Ant Swarm,2
call; feed young,2
Displays,2
flock; perch; fly,2
Singing Together W/A Few @ End Of Cut,2
"Group A1'S Song With 1 Male, 1 Female & One Juv. F",2
Caught In A Net,2
Apparent Territorial Squabble,2
sit on nest; Social context: colony; perch; brood; hold food in bill; feed young,2
preen; perch; sit on nest,2
call; scold; fly; emit alarm; Social context: mixed; perform visual display,2
could fly ca 100 yds,2
feeding on Cedar cones,2
call; song; whisper; establish flock contact,2
mechanical sound; lek; perform visual display,2
dusk song; roost,2
call; forage; establish parent young contact; Social context: family,2
advertise; forage; song,2
call; song; court; mate,2
call; establish parent young contact; emit alarm; Social context: colony,2
call; song; advertise; lek; perform visual display,2
call; mate; Social context: mixed,2
fly; perform visual display; land,2
foraging on Picea mariana cones,2
feeding fledged young,2
advertise; contact; call; counter singing; song,2
taken with 5 others,2
emit alarm; depart; call,2
