disposition,reps
"Ex. with Ashley Hine, Baniff,alberta July 31, 1907",1
Exchanged with M.C.Z. 8/10/27,1
Exch. Museo Nacional Argentina Sep. 17,1
"Taken by Dr. Sanford to Europe, June 29, 1929",1
"Sent in exchange to Dr. Joseph Grinnell, Univ. of",2
Gift of L. Ruhe,1
Exch. to Dr. W.H. Phelps,2
"Exch. Phila.Acad.Nat.Sci., July 1928",1
"Sent in exchange to Dr. Joseph Grinnell, Universit",2
"Exchange Peabody Mus., Jan 1950",1
"Exch with Carnegie Mus. June 14, 1929",1
Exch. with C.B. Cory,4
"Given in exchange to W.H. Phelps, Sept 9, 1941",1
"Sent to the Brooklyn Museum in exchange August 19,",1
Ex. with G. Kohn Nov. 29/90,2
"Excg. sent to Berlin Zool. Mus. Jan 8, 1932",1
"Sent in exchange to the Paris Museum, 2 Apr 1928",1
"Given in exchange to [Honarary Museum Director, Pu",1
Pres. in exchange to the N.Y. Scientific Supply Co,1
"Gift to Berlin Museum, July 1936 never sent ML.",1
"Returned to collection - 9/83, N.Y.C. Area Exhibit",1
Exch. with Phila.Acad.Nt.Sci. July 1928,1
"Exch. O. Bangs, Boston July, 1906",1
"Ex. with g. Kohn Apr 28,'80",1
"Sent in exchange to Brooklyn Mus., Aug, 1927",1
"Exch. with Cleveland Museum, Feb 1926",1
"Exch.-Peabody Mus., Jan. 1950",1
"Exch. Birdcraft Sanctuary, Fairfield, Conn.",1
"Exch. Field Mus. Chicago, Nov 1922",1
"Sent in exchange to U.S. National Mus., May 1953",1
"Sent in exchange to Field Museum, December 5, 1927",1
Exch. G. Kohn Nov 29/1890,1
Mounted for Malay Archipelago Group - 1942,1
Exch. to U.S. National Museum Sept 1920,1
"Sent in exchange to Tring Museum July 9, 1928",1
Exchange-Dr. Streseman-Berlin Museum-May 1927,1
"Ex. with Louis Molnar, 10 Sep 18[illeg]0",1
"Sent in exch. E. Lehn Schioler, Aug 1926",1
Exchanged with Capt. Wirt Robinson Sept 1902 for s,1
"Rich in exchange from Allan Brooks, 1935",1
"Exchanged to Mus. Zool., Iniv. Conn., Storrs, Ct.,",1
Exch. to Zool. Mus. Copenhagen  ? 1959,1
"Presented to J.G. William, Coryndom Museum, Africa",1
Exchange Museo de Zoologia Univ. Nac. Aut. de Mexi,1
Sent in exchange to Carnagie Mus. 1 Apr 1975,1
Exch. with ImpCol.Age. Japan Dec.'09,1
Ex. with Cleveland Mus. Feb. 1928,1
Presented to Children's Museum - Boston 1/13/59,1
"Sent to Australian Museum, Aug 1982",1
"Discarded by Dr. Amadon, Yuly 1961",1
"To Berlin, Jan 1956",2
"Pres. to Children's Museum, Boston, Jan 13, 1953",1
"Exch Birdcraft Sanctuary, Fairfield, Conn., Mar 19",1
"Exch. to British Museum, Jan 1955",1
"Sent in exchange to Occidental Collag, Calif., Oct",1
"Exch. sent to Berlin Museum, Jan 8, 1932",1
"Given in exchange to R. Netterstrom, Ostersund, Sw",1
"Presented to U.S. Customs Dept., New York-Feb 1942",1
"Exch. to U.S. National Museum, Sept 1936",1
Exchange with princeton Mus. Z. Jan. 1926,1
"Exchanged with Geo. Hollister for Hawk Nov. 29, 19",1
"Sent to Swedish Mus. Dec 12,1931",1
"Exchange to Vienna Museum, 7 Feb 1973",2
"Exchanged with Geo. Hollister for hawk, 29 Nov 191",1
Given to Dept. of Entomology-October 1925,1
"Sent in exchange to Paris Mus., June6, 1929",1
Exch. to Rothschild Coll. & when coll. came to AMN,1
"Exchange to Dr. Campos Seabra, 4/71",1
Exchange to Mr. Staurs Olson,1
"Exch. with Southwick,Feb 27.'91",1
"Exchange with Dr. L.C. Sanford, Feb 1919",1
"Exchange to Paterson Museum, N.Jersey",1
Exch. with R. Meterzharen [illeg.] June 1924,1
Sent in exchange to the Australian Museum 23 Sept.,2
Exch. Cleveland Mus. Feb. 1926,2
"Exch. with British Mus., Sept 1927",1
"Exchange O. Bangs, April 1,'09",1
"Exchange Chicago Natural History Museum, 6 Aug 195",1
"Sent in exchange to D.[P ?]. Dickey, Aug 29, 1928",1
Exch. to Rothschild & renumbered 700711 with the R,1
"Pres. Univ. Okla - Sutton, 1953",1
"Exch. with Imp.Col.Agr., Japan Dec.'08",1
Exchange to Museo de Zoologia Univ. Nac. Aut.de Me,1
"Exch. with Mus. Paulista Brazil, March 1917",2
"Discarded, 1 Feb 1977",1
U.S. Nat.Mus. in exchange 1886; To LSU April 1967,1
Mounted for Solomon Group-1942,1
Ex. with Louis Molnar Sept.10 1890,1
"Sent in exchange to Mr. Hochisuca, Feb 21, 1928",1
"Exch. with Dr. L.C. Sanford, Feb 1919",1
"Exch. with Carlos Reed, Mendoza Feb 9, 1917",1
Destroyed by insects 50017?,1
"Exchanged with Luiz Fuertes, 1909",1
[Not in collection 25 Feb '92],1
Presented in exchange to Colorado Museum of Nat. H,1
B.P. Bishop Muse.,1
"Given in exch. to Museum Comparative Zoology, May",2
Given to Brooklyn Museum - Catalogued twice See #4,1
Presented to Paris Museum 1949,1
Exch. to Phelps - ADG-1949,1
"Ex. with G. Kohn Apr.28,1890",2
Sent to Dr. Chapman at Barro Colorado Island for u,1
67,1
"Exchanged with Abbott Thayer, 22 Mar 1899",1
"Missing, 18 Feb 1976, R.F. P[illeg]squier",1
Exchange U. Florida 7/19/63,1
"Sent in exchange to Berlin Museum, Dec 1968",1
"Ex. with Mr. E.T. Seton May 24,1928",1
"Exch. W.F.H. Rosenberg, Sept. 1921",1
"Exch. sent Cleveland Mus., Jan 6, 1932",1
"Discard, 28 Oct 1960",1
"Exchanged with Dr. Roberto Dabbene, Museo Nacional",1
"Exch. with Tring Museum, 9 Jul 1928",1
"Sent in exch. to U.S. Nat. Mus., Mar 1928",1
"Exchange with E. Lehn Schioler, Copenhagen, Aug 19",1
"Exch. to Zool. Mus., Copenhagan, May 1959",1
"Exchanged to Goeldi Museum, Belem, Brazil, June 19",1
"Exchanges with Prof. Wm. W. Marshall, Univ. of Min",1
"Exch. to National Mus. Kenya, Africa, 4 Feb 1982",1
"Exchange sent to Bishop Mus., Jan 21, 1932",1
"""""""Sent to Mr. Rodgway, Curator of National Museum,""",1
Donated to Theodore Roosevelt Assoc. for perm. exh,1
"Exch. British Muse., May 1921",1
systematic DSO collection ?,1
"Exch. to British Museum, 30 Nov 1960",1
Exch - Chicago Nat. Hist. Mus. 6 Aug 1959,1
Ex. with G.Kohn Apr.28'90,1
Exchange-C.N.H.M.-4/20/50,1
Bat Cart Ex.,9
"In collection Missing parts, see Inventory Remarks",57
DESTROYED OR DISCARDED,736
voucher elsewhere,1368
"Exch. with Phila. Acad. Nat. Sci., Jul 1928",477
Found - uncataloged in collection,717
"Exch. with M.C.Z., Jul 1928",1190
"Exch. sent to Berlin Zool. Mus., Jan 8, 1932",18
"Sent in exchange to the Australian Museum, 23 Sept",14
"Gift to the Berlin Museum, July 1936 never sent M.",19
"Given in exchange to Academy Nat. Sciences, May 19",1
"Exch. with Carnegie Mus., June 15, 1929",20
To W.H. Phelps,459
"Sent to Swedish Natural History Museum, Oct 16, 19",2
Exch. to Rothschild Coll. & when coll. returned to,2
Exch. to U.S. National Museum Jan 1932,27
"to Berlin Museum, Jan 1959",1
"To Berlin Museum, Jan 1956",21
"Sent in exchange to Tring Muse., July 9, 1928",1
Returned to Collection - 1/87,1
"Destroyed by insects, J.P.C.",6
"Sent in exchange to the Carnegie Museum, Apr 1928",1
"Ex. Mabel Osgood Wright, Feb 19, 1916",8
"Given in exchange to the National Museum, Mexico,",5
"Exch. Brit. Mus., Sep 1927",4
"Ex. with U.S. Nat. Mus., Sep 1893",1
"Exch to Alex Walker, 1961",4
"Exch. with A.C. Connor, N.L., May 1927",1
Stolen from Whitney basement 12/81,25
Exch. Phil.Acad.Nat.Sci.,22
Pres. to Leo E. Miller by the British Guiana Museu,3
Given in exchange to the Carnegie Museum Sept/60,1
Sent to Field Musuem of Natural History in Exchang,1
"Exch. with U.S. National Mus., 18 Feb 1925",8
Exchanged U. Fla. 7/19/63,1
Given in exchange to H.K. Coale,60
unknown,578057
4,34
discarded,29
unchecked,53863
systematic collections,61964
recent osteology collections,9004
radioactive collections,168
teaching collection collections,14
Humboldt,3
UNAM,174
"In collection On loan, see Loan Database",180
"Exchanged with Frank Warrimont, April 1909",3
"Exch. with Imp.Col.Agr. Japan, Oct'08",4
"Missing parts, see Availability Remarks Missing parts, see Inventory Remarks",85
"In collection Missing parts, see Availability Remarks Missing parts, see Inventory Remarks",10
discarded 13-X-54 J.F.,3
"Exchange with Dr. Thomas Barbour, 5 Jan 1925",1
Discarded June 5 1936,2
Exchanged with Berlin Museum Jul 1936,39
Sent by Hamlyn to Gerard,2
"Given in exch. to Phila. Acad. Sciences, Feb 1938",14
Mounted - Sanford Hall,25
Open exchange with National Wildlife Fed.,1
"Given to Dept. of Education, July 1920",6
Exchange-Peklo-Russia,2
"Exch. Cleveland Museum, Jun 1923",27
"Sent in exch. to Carnegie Museum, May 1927",2
"Ex. with F.O. Johnson, May 20, 1889",2
Exchange Cleveland Museum June 1927,2
"Exch. Birdcraft Sanctuary, Fairfield, Conn., Mar 1",3
"Sent in exchange to U.S. National Museum, 1 Jun 19",3
"Exchange with Mr. Henry K. Coale III. Dec. 4, 1924",1
"Exch. Museo Paulista, Brazil, March 1917",25
"Exchange with F.S. Hersey, Taunton, Mass., 31 Dec",1
"Exch. with Dr. L.C. Sanford, Sept. 1917",4
Gift to Rutgers Univ. March 1964,2
permanent loan,14
"Exch. with Mr. E.T. Seton, May 24, 1908",1
"Exch. Geo. E. Mason, July 1922",25
ON EXHIBIT,23
"Exch. to U.S. National Museum, Sep 1930",74
(Returned NJ Audubon 2002),1
Exch. Brit. Mus.-Sept 1927,5
"Discarded by Dr. Amadon, 11 Mar 1957",1
"Discarded, Oct 1920",2
Exchange sent to U.S. National Home,1
"To Tahiti Museum, May 1928",1
"Presented-Delaware Museum, April/72",1
Sent to Hayes Lloyd in exchange April 1926,1
Sent to Barro Colorado 1926 - Returned July 2002,1
"Exchange with Museum Comparative Zoology, Jul 1925",1
Exch. Tring Mus. May 1921,8
Purchased of F.W. Urich,1
"Presented to Dr. Dienzuh-Ming, Taiwan Museum, Apri",1
U.S. Nat. Mus. in Exch. 1880,2
Exchanged with C.B. Cory (F. ? Nitt) July 1915,2
To USNM,11
Pres. Delaware Museum-April/72,2
"Given in exchange to the M.C.Z., February 1938",1
"Exch. Museo Nacional Argentina, Sept '17",16
"Exch. Dr. Stresemann-Berlin Museum, May 1927",1
Ex. with Brown Univ. Oct.7/90,2
"Exch. Imp.Col.Agr.,Japan Dec.'09",1
Exch. with Imp.Col.Agr. Japan Dec.'08,1
"Exchange sent to Berlin Zool. Mus., Jan 8, 1932",1
Exch. with Munich Mus. Oct. 1909,4
"Exch. to Herbert Zeidler, Feb 10, 1956",3
Exch. to Copenhagen Zool. Mus. May 1986,1
Mt. for Sanford Hall,4
Presented to Rutges University-1961,1
Exchanged to U. florida 7/19/63,1
"Presented to Musee de Congo Belgue, Feb. 23, 1930",6
"Exchange to Occidental College Calif., Oct 14, 196",1
"Given in exchange to Mr. W.H. Phelps, May 26, 1950",1
"Exchanged with D.A. Coh[illeg][illeg], 20 Oct 1903",1
"Destroyed by insects, 28 Jul 1930",4
"Presented to Dr. Helmut Sick, Nov 1970",1
Exchanged Fla. St. Univ. 7/19/63,1
Exch. sent to Swedish Mus. 12 Dec 1931,4
Exchange Durban Museum,1
"Ex. with Louis Molnar Sept 10, 1890",5
"Gift to William Penn Museum, Harrisburg, Penn. 196",6
"Given in exchange to Mr. W.H. Phelps, Caracas, Ven",4
16,3
"Exchanged with Wm. Dutcher, 12 [illeg] 1994",1
"Sent to South Australian Museum, 8/82",1
Exch. with Imp.Col.Agr. Japan Dec'09,9
"Destroyed by insects, Discarded: 1920",5
"Exchanged with Augustus G. Paine,Jr. Nov. 1886",12
"Presented to Crauford H.Green ualt, June 20, 1957",1
"Sent to U.S. Nat. Mus. on exchange , April 28, 192",6
U.S. National Museum,3
Exch. - Dr. Carlos Alberto Campos Seabra,1
Exch. to N.Y. Sci Supply,1
Exchange R.C. McGregor,26
"Exch. sent to Bishop Museum, Jan 21 1932",12
"Pres. to U.S. Customs Dept. New York, Feb 1942",1
"Exch. with Tring Museum, [illeg] Jul 1927",1
"Given in Exchange to Wm. H. Phelps, August 1940",1
"Exchanged with L.A. Fuertes, June 10, 1910",2
Ex. with John Whitehead Sept 12/90,4
"Exch. Tring Mus., England, July 1906",5
"Exch sent to Berlin Zool. Mus., Jan 8, 1932",1
Mounted for Solomon Island Group-1942,4
"Exchange to S. Andral. Mus., 20 Nov 1974",1
"Presented to the Union Co. Park Commission, May 19",2
"Destroyed by insects, 1920",1
Loaned to Mr. Southwick,1
"Ex. with Louis Molnar Sept 10,1890",2
"Exchange dwith S.G. Jewett, Oct. 28, 1926",1
"Exch. with U.S. National Museum, 19 Jan 1927",1
No. 133 Exchange Coll. of E.A. Mearns,1
"Exch. E. Lehn Schiöle, Jan 1927",1
"Exch. to Herbert Zeidler, 10 Feb 1956",5
"Exchange to N.Y. Scientific Supply, Co., Jan 17 19",1
9,4
"Exchange with Tring Museum, July 7, 1928",3
Sent to Senckenberg Museum-Exchange Dec 1926,1
"Sent in exchange to Edwin Asby, Australia",2
"Exch. with Phila.Acad.Nat.Sci, July 1928",1
"Exch sent to Cleveland Mus. Jan 6, 1932",1
Exchanged 16 Dec 1939 with Princeton Musuem of Zoo,1
Returned to collection - 1/5/87,1
Discarded - per field notes,1
"Exch with Dr. L.C. Sanford, Nov 1921",1
"Exch. with H.K. Coale-Illinois-Dec 4, 1924",3
"Exchanged with L.A. Fuertes, Feb 19, 1914",2
"To W.H. Phelps, Aug 1940",6
"Sent to UMMZ, Michigan on exchange; Sept 1984",6
"Ex. with C. Wunder, June 10, 1915",9
Exchanged to Chicago Mus..,1
"Sent to Hayes Bloyd in exchange , April 1926",2
"Sent in exchange to Paris Museum June 13, 1928",1
Exchanged w. A.M. Peklo - Russia,1
"Sent to Bishop Mus., Feb 28, 1963",3
"Discarded, 6 Oct 1954, J.F.",5
U.S. Nat.Mus. in exchange 1886; Exchanged to U. Fl,1
Exch. with Imp.Coll.Agr. Japan Dec'09,1
"Exch. British Mus., May 1921",14
"Exch. to Transvaal Museum, Pretoria, S. Africa, 15",1
"Sent in exchange to Tring Mus., July 9, 1928",6
"Given in exchange to Bishop Museum, May 1927",4
"Exchanged to British Museum, December 1961",2
"Exchange with Tring Mus., July 1928",1
Ex. with [illeg.] April 5 1890,2
"Sent to Seuckenberg Museum in exchange, December 1",1
Exch. with Imp. Col.Agr. Japan Dec.'09,1
Sent to Prof. van Oort-Leiden,2
"Given in exchange to Wm. H. Phelps, Aug 1940",5
Exch. to Phelps - Aug. 1949,4
"Additional Information, see Other Information On exhibit On loan, see Loan Database",1
"Nov 1966;Exchange H.B. Hough, Ontario, Canada",1
"Sent in exchange to U.S. Nat. Mus., Mar 1928",1
"Sent to Swedish Nat.Hist. Museum, Oct. 16, 1928",1
"Discarded from Coll., 21 Oct 1931, (Preparation De",3
"Sent in exchange to Bishop Museum, April 19, 1928",1
"Exch. to Rothschild Coll. & when returned to ANMH,",1
"Exchanged to the British Mus., Jan. 1955",1
"Exchanged to U. of Fla., 19 Jun 1963",1
Sent to M.C. g (gift - S.F. Tyler),2
"Ex. with Louis Molnar,Sept. 10,1890",1
"Ex. with Cleveland mus., Feb 1926; Fla. St. Univ.",1
"Given to U.S. Customs, Nov 1940",1
"Exchanged to Yale Univ., 30 Jan 1985",1
"Exchange to Museo Argentina de Ciencias Naturales,",1
"Mounted for Galapagos Group, 1938",1
"Exchange with Walter Koelz, April 1926",4
"Gift to Dr. Herman Sick, Meuseo Nacional, Rio de J",1
"Exch. to Dr. Campos Seabra, R. de Janeiro, Apr 197",2
"Exch. with Phil. Academy of Nat. Sciences, Jul 192",13
46,1
Gift to W. New Mexico - 1968,1
"Gift (Rec. Dec 8, 1902",1
"Given in exchange to Princton Museum Aug. 11, 1938",1
"Exch. to Berlin Zool. Mus. Jan 8, 1932",1
discarded 19-X-54 J.F.,1
"Exch. with Stockholm Mus. June 29, 1929",1
"Ex. with Cleveland, Feb 1926",4
"Given to Vassar College, Mar 1917",1
Exchange Delaware Mus. N.H.,1
"Exch. with U.S. Nat. Museum, Feb 18, 1925",2
"Given in exchange to Tahiti Museum, May 1928",1
"To Wm Percy, July 1921",1
(discarded 13-10-54 JF),1
"Exch. Ashley Hine, Banff, Alberta, 31 Jul 1907",1
"Mounted for Bison and Pronghorn Group, Mar 10,1942",1
"Exch.-Stockholm Natl Hist. Museum, May 1927",1
"TO Berlin Museum, Jan 1956",1
Exch. - Dr. Stresemann - Berlin Museum - May 1927,1
"Sent to Swedish Nat. Hist. Museum, Oct. 16, 1928",1
55,2
"Presented to the U.S. Customs (Mr. John Bull), Apr",1
"Given to Dr. L.C. Sanford, 6 Dec 1917",1
"Exch. dwith Phila.Acad.Nat.Sci., July 1928",1
Ex. with W.C. Wheeler May 1924,2
Exch.-Tacka pausha Museum,1
Mounted for the Canada Spruce Group,1
Destroyed by insects 50031?,1
"EXCH. Stockholm N.H. Museum, May 1927",1
Mounted for the Timberline Group,1
"Exch. Cleveland Museum, June 1927",3
"Gift to the Berlin Museum, July 1936 never sent ML",4
"Exchanged to Rolf Grantsen, Parque Terranova, SP,",1
"Sent in exch. to Bishop Museum, Apr 1928",1
"Exch. to Phelps-Aug, 1949",1
"Exchange - Dr Carlos Alberti Campos Seabra, 1965",1
"Given in exchange to Phila. Acad. Sciences, Feb. 1",2
"Exchanged with E.N. Faulks, Sept 1902",1
"Discarded, 31 Mar 1925",1
Given to Michigan St. Univ.,1
Gift to the Berlin Museum July 1936,2
"Given exchange to Mr. L.P. Richards, Honolulu June",1
"Exchanged with Mr. E.T. Seton, 24 May 1928",1
Exch. sent to Cleveland Mus. Jan 6 1932,2
"Exchanged with John E. Thayer, Laincas in Mass. Ju",1
"Exchanged with H.K. Coale, March 10[?]",1
"Sent to the Brooklyn Museum in exchange, 19 Aug 19",1
"Exchanged with John Lewis Childs, March 26 1903",1
"Given in exchange to Field Museum of Nat'l. Hist.,",1
"Exchanged with Apolinar Maria, Dec 1914",5
"Exch. to Dr. L.C. Sanford, Nov 1921",1
Exch. with H.K. Coale March '10,1
"Exch. with Chee Foo Mus., China, through Rev. Geo.",1
"Exch. Museo Nacional, Argentina Sept.'17",1
"Exchanged with H.K. Coale, Mar. 10[?]",1
Exch. with Phila.Acad.Nat.Sci.,2
Open exchange to National Wildlife Federation,1
Given to New Guiana Mus.,1
"Exchanged with Carnegie Mus. June 15, 1929",1
"Discarded June 12, 1936",4
"Ex. with Louis Molnar Sept. 10, 1890",3
"Sent in exch - Mus. Comparative Zoology, July 22,",1
Gift to Berlin Museum July 1936 never sent M.L.,1
"Exch. with A.C. O'Connor, N.Z., May 1927",4
Sent to Barro Colorado,1
Sent in exchange to Museo Nacional de Historia Nat,1
"To LSU, April 1967",7
"Dublicate sent to Bombay Nat. Hist. Soc., March 19",4
"Ex. with G. [illeg][illeg]h[illeg], 28 Apr 18[ille",1
"Sent in exchange to H. Hovel, Haifa, Israel - 5 Ju",1
Mounted for New Guinea Mt. Group-April 1940,4
"Exchanged with Prof. W,. W. Marshall, U. of Minn.,",1
"Exch. to N.Y. Scientific Supply Co., 17 Jan 1957",2
Sent in exchange to U.S.N.M. 7 Dec 1970,1
"Exchanged to Rolf Grantsan, Porque Terranova, SB C",1
Discarded: May 1925,1
"Exch.-Stockholm N.H. Museum, May 1927",2
"Attacked by insects, 1920",1
Dublicate sent to Bombay Nat. Hist. Soc. March 193,1
"Duplicate sent to Bombay Nat. Soc., March 1938",3
Exchanged for No. 49497 - Helminthophila bachmani,1
"Sent in exchange to Carnegie Mus., April 1975",1
"Mounted for Sanford Hall, May 1960",1
"Exch. with Mr. E.T. Seton May 24,1928",2
"Ex. with Louis Molnar, Sept.10,1890",1
"Exchange with Dr. Roberto Dabbenes, Museo Nacinal,",1
"Sent in exchange to Brooklyn Museum, August 19,192",1
"Exchange to Academy of Nat.Sciences, April 1928",1
Sent in exchange to Bishop Museum-April 1928,1
"Exch. Geo. Mason, July 1922",3
"Given in exchange to Acad. Nat. Sci. Phila., 7 Jun",1
"Exch. with Dr. Streseman-Berlin Museum, May 1927",1
"Exch. with Charles Reeds, Mendoza Feb 4, 1917",1
"Exchange Iowa St. U., 1967",1
oversize Gallery,2
MOUNT IN STORAGE,2
Exch. to Zool. Mus. Copenhagen [illeg] May 1959,1
"Sent in exchange to M.C.Z. June 11, 1926",1
L.I. Hist. Soc.,1
"Gift to Helmut Sick, Rio de Janeiro-1/10/80",1
"Given in exchange to the Australian Museum, Jun 19",1
"Given in exchange to Mr. Paul Engle, April 9, 1929",1
"Sent in exch. to Brooklyn Museum, 19 Aug 1927",1
Specimen lent to W.W. Brown; Not retd as of 2 May,1
"Exch. E. Lehn Schioler, Jan 1922",1
"Exch. with Imp.Col.Agr., Japan Dec '09",2
Exchange to Paterson Museum,1
"Exchanged with Berlin Muse,, July 1936",1
Destroyed by insects 50029?,1
"Ex. with [illeg], Feb 192[illeg]",1
"Exchanged R.C. Murphy, Feb 1907",1
"Exch. with Imp.Col.Agr. Japan, Dec'09",1
"Sent to Prof. Sarasin, Basle-Oct. 1932",2
"Sent in exchange to M.C.Z., Sept 1953",1
"Exchange with Paterson Museum, Paterson, N.J.",1
"Exchange to Herbert Zeidlar, Feb. 10, 1956",1
Exchanged with Ab[illeg]ot Thayer,1
"Exchange Geo. Mason, July 1922",1
Exch. Great Smoky Mount. Group,1
"Sent in exchange to U.S. National Museum, May, 195",1
Exch. D.A. Cohen Oct 20 '03,1
"Exch. with Imp.Col.Agr. Japan, Dec.'08",1
"Sent in exchange to Royal Scottish  Museum, April",1
"Exchanged with Berlin Museum, July 1926",2
"Exchange to Florida State University, 14 Oct 1963",1
"Discarded, Oct. 1955",1
Exchange to Museo de Zoologia Univ. Nac. Aut de Me,2
Exch.-Tackapausha Museum,1
"Taken to Europe by Dr. Sanford, June 29, 1929",4
"Exchanged with A.G. Paine,Jr. Dec. 1,1886",1
Mounted & Loaned to New Jersey Audubon Society,2
Exch. to Brooklyn Museum,1
Destroyed: Jul 1920,1
Exch. sent to Cleveland Mus.; 6 Jan 1932,1
Fta. St. University,1
"Ex. with S.I. Nov 27, 1880",1
"Exchange with W. Kaltz, 6 Jan 1925",1
"Missing parts, see Inventory Remarks Additional Information, see Other Information",1
Purchased of John H. Wise,1
"Gift to the British Museum, July 1936 never sent M",1
"Exch. F.M. Chapman, April 1925; (Returned NJ Audub",1
"Destroyed by insects, Discarded",2
"Exchanged with L.A. Fuertes, 10 Jun 1910",5
20,2
Exchange Museum of South Western Biology 8/2002,1
"Ex. with Cleveland mus., Feb [illeg]",1
"Exchange to Carnegie Museum, Jan 1932",2
Discarded 29 Jun 195[illeg],1
Ex. with S.I. Nov. 1889,2
"Exchange with Princeton Mus. z, Jan 1926",1
"Destroyed, Nov 1921",1
Sent in exchange with Stanley (G. ?) Jewett-Oct 28,1
"Mounted for the Bower Bird Group, May 1960",1
Exchange to Museo de Zoologia Univ. Nac.Aut. de Me,1
"Exch. British Mus. May, 1921",1
"In collection On loan, see Loan Database On exhibit",3
"Sent to LSU Mus. of Zoo. in exchange, May 1984",2
"Given in exchange to Phil. Acad. Sci., Oct. 1951",1
Ex. with Kny[illeg] S & Co.,1
"Discarded, Oct 1955",4
"Exch. to Museum Natural Science, Louisiana, Aug. 1",1
"Exchanged with Geo. Hollister for hawk, Nov 24, 19",2
"Ex. with Kny S. & Co., 12/28/00",2
"Exchanged to Goeldi Museum, Belém, Brazil",1
"Presented to Children's Museum - Boston Jan 13, 19",1
Given in exchange to the Princeton Zoological Muse,1
Exchanged - Peklo - Russia,1
"Exch. to Scientific Supply, Jan 17, 1957",1
In exchge for Sora (Porzana) presented by B. Horsf,1
"Specimen returned to W.H.P., Jr. March 1966, repla",1
"Exchanged with Academy of Nat'l Sciences; Mar 21,",1
Mounted for the Whitney Dome Group,2
21,2
"Presented to Dr. Stanley C. Ball by L.C. Sanford,",1
"Exchanged with D.A. Cohn Oct. 20,'03",1
"Gift Short H[illeg][illeg]lls Abort., Mrs. F. Wolp",1
"Given in exchange to Mus. Comp. Zool., Nov 1926",1
Given in exchange to the Phila.Academy of Sciences,1
"Exchange with H.K Coale, Feb. 1910",1
Exchange Florence Mus.,2
Exchanged with Ablot Thayer,1
37,2
Missing - not found in skin or skeleton collection,1
Exch. with Imp Col.Agr. Japan Oct.'08,1
"Exch. with H.K. Coale, Feb 18, '07",1
Nov. 1903; Exchanged with J & J Mailliard,1
"Exchange University of Florida, 10 Mar 1967",1
"Exchange to Vienna Museum, 7 Feb. 1973",1
"Exchange with Stockholm Nat. Hist. Museum, May 192",1
"Sent as gift to Mexican Government, 6 Dec 1927",1
Exchange with Academy of Nat. Sciences-April 1928,1
"Exchange with O. Bangs, May 16,'05",1
Sent in exchange to the Australian Museum- 23 Sept,2
Given in exchange to the Museum of Vertebrate Zool,1
"Exch. Geo.E. Mason, July 1922",1
Removed from display and returned to collection in,1
"Sent in exchange to M.C.Z., June 11,1929",1
Exch. BritMus. Sept. 1927,1
200,1
Exch. with Dr. Stresemann Berlin Mus.-May 1927,1
"Sent to Southern Australian Museum, Aug 1982",1
"Exch. with Mr. E.T. Seton, may 24,1928",1
(Exch. to Phelps - Aug. 1949),1
"Sent in exch. to M.C.Z., April 1929",1
Exchanged with L.A. Fuertes Dec 1925,1
Sent to U.S. national Mus. 1925,1
"Exchanged Dec 16, 1939 Princeton Museum of Zoology",1
"Given in Exchange to Dr. W.H. Phleps, Oct 1963",1
Exch. with Imp.Coll.Agr. Japan Dec.'09,1
"Gift to Jordon, Oct 1923",1
"Exch. Geo. Mason, Jul 1922",1
"Exchange with Dr. Robert Dabbene, Museo Nacional,",1
"Exchanged to Queens Museum, May 1985",1
"Taken by Mr. Marden to Acad. Sci., Leningrad, July",1
"Exch. with British Museum, Sept 1927",1
Sent in exchange to the Australian Museum-23 Sept.,2
"Exchanged with Geo. Hollister for Hawk, 24 Nov 191",1
"Gift to Berlin Museum, July 1936",2
"Exchanged with D.A.Cohn Oct 20,1903",1
"Exch. to U. Cincinnati, 12/19/69",1
"Exch. Dr. G.M. Sutton, Univ. Oklahoma, Feb 7, 1957",1
"Exch. Museo Paulista, Brazxil March 1917",1
"Given in exchange to Wm H. Phelps, Sept 6, 1940",1
"Sent to British Museum in exchange, Nov 25, 1938",1
"Exchange with Stockholm Mus., June 1929",1
"Donated to Urban Park Rangers, Brooklyn, NY-July 1",1
"Exch. Netterstrom, Ostersund, Sweden II'54",1
"Exch. with A.C. O'Connor, June 14, 1929",2
"Presented to the U.S. Fish & Wildlife Service, Was",1
"Exchanged to Paterson Museum, N.J.",2
"Exchange with Mus. of Comp. Zoology, Dec 1922",1
"Exch. Brit Mus., May 1921",1
"Exch. with Chee Foo Museum, through Rev. Geo. Corn",1
"Given in exchange to Field Museum of Natl' Hist.,",1
"Exchanged to J.G. Williams, The Caryndon Museum, J",1
Ex-Tackapausha Museum,1
"Given in exchange to Dr. Roerto Dabbene, Sep 1930",1
"Exchanged with Mr. Pitram Bangs, March 20, 1914",1
Exchange Phil. Acad. Nat. Sci. NO,1
"Sent to Swedish Nat. Hist. Mus., 16 Oct 192[illeg]",1
"Exch. with Carlos Reeds, Mendoza, Feb 9, 1917",1
"Discarded by Dr. Meyr, Dec 25, 1943",1
"Exchanged with Geo. Hollister for 1 Merlin, Nov 24",1
"Exchange to S. Austral. Museum, 20 Nov 1974",1
"Exch. Museo Paulista,Brazil, Mar.1917",1
Returned to J.H. Fleming 358 Young St. Toronto Can,1
