behavior,reps
call; song; mate; beg,1
"song taped, tape 02A.92B: 0-230, mimics Amandaua subflava",1
Wee-Oo Given Perched & In Flight  (Agitated Call),1
Reacting To Presence Of Humans.,1
Small Flock Working Low,1
Violent Shaking of Trees,1
"25 Birds On Bait Site, Some Dancing",1
Flying In The Forest Canopy,1
Flitting About In Juniper,1
establish parent young contact; care for young; Social context: family,1
AVES-094404,1
AVES-094740,1
AVES-136558,1
AVES-100644,1
AVES-065591,1
AVES-054840,1
AVES-071794,1
song; advertise; call; Syrinx; Aggression/defense; contact,1
advertise; mechanical sound; depart; defecate; preen,1
walk; take flight; perch,1
swim; dabble; eat,1
AVES-100239,1
perch; depart; wipe bill,1
hop; forage; bob,1
call; stand; take flight; fly; land; flycatch; eat,1
drink; preen; rest; stretch,1
beg; perform visual display,1
Aggression/defense; emit alarm; call,1
perform visual display; fly; advertise; song,1
surface dive; court; perform visual display,1
fly; cries,1
court; mate; fly; perform visual display,1
mechanical sound; song; advertise; Social context: colony,1
AVES-101636,1
AVES-074588,1
AVES-075014,1
AVES-072806,1
AVES-071612,1
AVES-103572,1
AVES-103569,1
AVES-072687,1
AVES-100268,1
AVES-074997,1
AVES-074772,1
AVES-102008,1
perform courtship display; flight sound; mechanical sound,1
AVES-072389,1
AVES-074802,1
AVES-074036,1
AVES-075446,1
AVES-075442,1
AVES-103565,1
AVES-094307,1
AVES-075032,1
AVES-072430,1
AVES-102290,1
Aggression/defense; advertise; contact; call; song; Syrinx,1
Sung In Bout On Tuft Of Spartina Patens,1
From Low Stump,1
3 Individuals-Aggressive Encounter,1
Foraging Ca 15 M Up,1
Foraging 2-3 Birds,1
Nest Is At Very Top Of Dead Yellow Pine On Lakesho,1
flushed into Picea mariana,1
"in breeding colony of 84, had nest with eggs",1
from a flock of 16,1
displaying crown to male,1
forage; moos,1
2 Individuals Calling From About 60 M Apart,1
call; emit alarm; cling,1
forage; walk; probe; eat,1
forage; dabble; swim,1
eat; sit on nest; brood; carry food in bill,1
walk; forage; fly; land,1
forage; fly; mechanical sound; bill drumming,1
attack; emit alarm; fight,1
depart; scratch; Acoustic,1
call; court; mate; perform visual display,1
call; forage; fly; Social context: family; perform visual display,1
singing at 1400 hrs. Not taped.,1
perch; fly; call; song,1
AVES-091872,1
AVES-094358,1
AVES-071768,1
AVES-074536,1
AVES-102705,1
AVES-136240,1
AVES-094547,1
AVES-075571,1
AVES-094277,1
AVES-092291,1
AVES-074529,1
Barely Audible; High-Pitched.,1
fight; song; flight song; fly; call,1
drink; take flight; perch; stick out tongue,1
preen; stand; forage; ruffle; scratch; call,1
"Very Active, Tail Flick",1
Flock Feeding On Rubus,1
Responding To Playback In Dense 2Nd Growth Thicket,1
Perched In Top Of Tall Tree In Open,1
Top Of Tree,1
Perched In Juncus 2' High,1
Probably 2 Birds,1
AVES-100677,1
AVES-103194,1
AVES-054729,1
AVES-102068,1
AVES-071203,1
AVES-071159,1
AVES-092740,1
AVES-093881,1
AVES-103399,1
AVES-075818,1
AVES-102734,1
AVES-100670,1
AVES-103597,1
AVES-102105,1
AVES-101715,1
AVES-091876,1
AVES-095287,1
AVES-074096,1
AVES-074513,1
perch; land; fly,1
carry food in bill; exit nest cavity,1
forage; Locomotion; eat,1
call; mechanical sound; advertise; mate; fly; Social context: family,1
emit distress calls; advertise; call,1
AVES-054579,1
taken from nest of 3 downy young and 1 egg,1
"carrying two caterpillars, 17 and 18 mm",1
in root trendrils / cypress stump,1
crossing nature trail,1
AVES-094553,1
AVES-071103,1
AVES-054962,1
AVES-105577,1
AVES-092850,1
AVES-101697,1
AVES-072616,1
song; advertise; mate; care for young,1
AVES-094794,1
AVES-100413,1
AVES-075642,1
AVES-074629,1
AVES-075777,1
AVES-071669,1
AVES-103512,1
AVES-074159,1
AVES-075288,1
AVES-102045,1
AVES-074331,1
AVES-102253,1
AVES-103522,1
AVES-072377,1
AVES-074691,1
AVES-072388,1
AVES-101577,1
AVES-103519,1
AVES-074076,1
AVES-094792,1
AVES-081713,1
AVES-101131,1
AVES-101945,1
AVES-101410,1
AVES-102374,1
AVES-095269,1
AVES-065601,1
AVES-100840,1
call; fly; advertise; establish parent young contact,1
arrive; lek; depart,1
perch; hop; perform courtship display; call; bill swipes; depart,1
hold food in bill; perch; perform nest relief; brood; call,1
forage; walk; wade,1
fly; walk; flap,1
AVES-093893,1
uttering 'whit tsiu' of Empidonax alnorum,1
alive on road (1920 hours),1
alive,1
AVES-074888,1
AVES-092622,1
AVES-102731,1
AVES-059354,1
AVES-075040,1
AVES-100383,1
AVES-100538,1
AVES-102413,1
call; song; advertise; mate; establish parent young contact; Social context: family,1
AVES-100345,1
AVES-075569,1
AVES-074621,1
AVES-072193,1
AVES-136284,1
AVES-070044,1
AVES-074560,1
AVES-103215,1
AVES-072504,1
AVES-074149,1
"On litter substrate in partial shade, used shrub oak refuge",1
shot with 189129 while mating,1
collected with SBC 182,1
feeding young of house roof,1
with female and 4 young,1
with parent female and other young,1
collected from a group of four,1
from a flock of ca 1000,1
Running up side of sand dune in vegetated area.,1
"singing on bush, 5th male shot singing here in 4 days. song tape #8: 0.060",1
"mimicked song of L. rubricata, tape 40A: 178-410",1
flew to & was counted by male V. amauropteryx.,1
shot from large flock of A. personatus and superciliosus,1
AVES-074373,1
AVES-054852,1
AVES-136233,1
AVES-071622,1
AVES-103442,1
AVES-071908,1
AVES-136337,1
AVES-071133,1
AVES-075695,1
AVES-075786,1
AVES-075012,1
fly; swim; stand,1
preen; wipe bill; song,1
forage; swim; stretch,1
perch; perform visual display; call,1
hop; land; take flight; fly; walk,1
fly; mechanical sound; flight sound; call,1
taps; mechanical sound; bill drumming,1
call; song; court; mate; forage,1
song; mimicry; advertise; Social context: colony; perform visual display,1
mechanical sound; scold; perform visual display,1
call; depart; flush; advertise,1
moans,1
"with 3 immatures, 1 in ROM",1
Caught In Mist Net,1
Feeding In Melastome At Forest Edge,1
Army Ant Swarming,1
"Over A Meadow, Undoubtedly Breeding",1
"Nest Defense, Male Territory, Feeding  Calls, Begg",1
"SYZ Group, Pileated Male Sy3 Chasing Female Pileat",1
Two Males Countersinging,1
Territorial Behavior In Midst Of Flock Of Ring-Bil,1
"Odd Female, He 2 Group; Female Carrying Infant (In",1
"Female (Jtm 6525), Collected, Individual Called In",1
AVES-092500,1
parent of flying young,1
"1 of a pair, seen previously",1
basking on stump in sandhills,1
AVES-072571,1
AVES-100387,1
AVES-100760,1
AVES-092089,1
AVES-054831,1
AVES-100090,1
AVES-054952,1
AVES-105869,1
1St Individual Sitting On Dead Bush In Open Field,1
AVES-070055,1
AVES-100400,1
AVES-092865,1
AVES-105932,1
AVES-100450,1
AVES-103223,1
AVES-101590,1
AVES-100830,1
AVES-071195,1
AVES-072042,1
AVES-094510,1
From Edge Of Treefall In Heavy Primary Forest,1
call; forage; mechanical sound; flight sound,1
care for young; establish flock contact,1
preen; forage; call; swim,1
eat; walk; swim; forage,1
"taped 2001 #1 02, 64",1
Spontaneous & In Response To Own Playback,1
Calling While Foraging In Upper Mid-Story,1
2 Individuals Interacting,1
Teritory Boundary Conflict; Birds Of Mid-Trail & B,1
pecking at branches and moss,1
"Insect, Frog Being Eaten By Snake (Vibera)",1
AVES-100704,1
In Response To Playback Of Grating Whine Call,1
Birds in and outside the nest,1
Notes on tape,1
"Alarmed, Then Flies Off",1
Arrival @ Colony House,1
Brief Bursts Of Contact Nores When Male And Female,1
Responding To Playback Of Scrub Jay Alarm Calls; F,1
"60' Up In Tree, 150' Away, Bird Is Calling, More O",1
12 days old,1
Just Prior To Feeding In An Aquarium,1
Fighting With Pezopetes Capitalis,1
perform courtship display; depart; call,1
advertise; establish flock contact; Social context: mixed,1
call; song; advertise; court; fly,1
Aggression/defense; emit agonistic call; call,1
song; advertise; court; fly; perform visual display,1
call; emit alarm; Social context: family; establish flock contact,1
advertise; court; fly,1
capture prey; eat; probe,1
eat; groom; surface dive; swim,1
Perched In Riparian Vegitation (Ribereña) In Tifa,1
In Lower Canopy,1
song; call; perch; flight song,1
Vocalizations Of A Pair,1
On Ground Under Bush,1
In Response To Playback Of Chickadee-Like Notes,1
Spontaneous & In Response To Black-Capped Playback,1
"At Nest Hole Tree In Rice Paddy, A Dead Burned Sna",1
In Hedge?,1
Same Individual As FL23225 Perched On Wire,1
Roost,1
calls from nesting pair,1
Chick Being Fed By Parent,1
colony of Arctic Terns,1
watch; watch; perch,1
AVES-072167,1
AVES-065596,1
AVES-071490,1
at least 10 individuals seen entering the hollow trunk around 10 am; stayed inside for about 2 min; one bird appeared,1
on muddy trail after rain; being pecked by Turdus leucomelas,1
mechanical sound; snorts; swim,1
perform courtship display; lek; defecate,1
land; take flight; copulate; court; solicit copulation,1
carry food in bill; cling; peck; eat; take flight,1
perch; carry food in bill; call,1
brood; call; sit on nest,1
AVES-102236,1
song; call; fight,1
wade; stand,1
call; hop; fly; perch,1
Social context: flock; preen; call; swim; bathe,1
call; song; forage; roost,1
call; mechanical sound; wing flaps,1
enter nest cavity; fly; perch; exit nest cavity,1
probe; hop,1
arrive; depart; perform courtship display; vocalize,1
hop; preen; perch; perform visual display; call,1
call; counter singing; arrive; mate,1
feed young; surface dive; swim,1
lek; hop; perch; perform courtship display; depart,1
land; walk; fly; take flight,1
hold food in bill; stand,1
walk; stand; court,1
swim; preen; bathe; take flight; scratch; flap,1
walk; defecate,1
arrive; depart; hop,1
perform visual display; fly; perch; copulate,1
fly; arrive,1
perch; vocalize; hop; depart; hop; arrive; hop,1
copulate; bathe,1
mechanical sound; song; bill drumming; advertise; forage,1
call; mechanical sound; advertise; mate; lek,1
call; mechanical sound; depart; arrive; establish parent young contact; beg; perform nest relief; care for young; scold,1
call; song; duet; advertise; perform visual display,1
call; court; emit alarm; Social context: colony,1
establish flock contact; flight sound,1
fly; drink,1
"song recorded, mimicked Lagnosticta rhodopareia, tape 72B, 1973 #13",1
", song mimics Lagonosticta rubricata,",1
By Nest,1
"On Lek, Not Seen",1
AVES-101532,1
AVES-105718,1
AVES-105695,1
AVES-075394,1
AVES-094335,1
AVES-100368,1
AVES-059578,1
AVES-094572,1
AVES-101042,1
AVES-092528,1
AVES-071204,1
AVES-100426,1
"High In Tree At Atreamside In Barranca, One Of A P",1
AVES-071991,1
AVES-094455,1
AVES-101118,1
AVES-092648,1
AVES-102376,1
AVES-070078,1
AVES-094417,1
incubating two eggs,1
together with F 13559,1
forage; walk; call; fly,1
AVES-101885,1
AVES-071830,1
AVES-106009,1
AVES-094697,1
AVES-101695,1
AVES-101682,1
AVES-102221,1
AVES-100656,1
AVES-075015,1
AVES-105680,1
AVES-102277,1
AVES-101142,1
AVES-136475,1
AVES-074564,1
AVES-094066,1
AVES-072124,1
AVES-101254,1
AVES-094082,1
AVES-065676,1
AVES-100172,1
AVES-105925,1
AVES-105993,1
AVES-054700,1
AVES-071685,1
"Group Cw 18, Something On Ground, Possibly A Preda",1
Ca 10' Up In Pine At Edge Of Open Pine Woods,1
Bamboo,1
"Possible Family Flock Of Tits, In Mixed Flock",1
"2Nd Part, Top Of Flowering Tree",1
On Fern Frond + On Tape,1
They All Dive Right Over An Oak--Each His Own Oak,1
2 Foraging Together,1
Family Territorial Dispute,1
"Long-Leaf Pine Forest W/ Sawpalmetto, Grass, Small",1
"60' Away, 20' Up, Foraging In Conifers",1
Paired; On Same Territory As O. Asio,1
AVES-102433,1
In Bamboo Under Hill Evergreen,1
Young Birds,1
Infrequent Songs Given Between Trips Off Territory,1
probably part of a pair,1
along side Macrocarpa Tree,1
young left nest,1
"song mimics Hyparion, tape #22B, #24A",1
mate to #4190,1
same as 88.12303,1
AVES-071208,1
AVES-094658,1
AVES-102871,1
AVES-093880,1
AVES-100753,1
AVES-136274,1
AVES-102291,1
AVES-072799,1
AVES-101028,1
AVES-075815,1
AVES-102640,1
AVES-095258,1
AVES-072344,1
AVES-059536,1
AVES-074569,1
was shivering the wings in horizontal posture on branch and swiveling sideways; female 20 m away,1
stand; sun,1
perch; fly; eat,1
call; mechanical sound; song; emit alarm,1
fly; take flight; swim,1
walk; eat; stand,1
forage; swim; dabble,1
nuzzle; make breath sounds; breath sounds; purrs,1
Social context: flock; call; forage; walk,1
capture prey; eat; forage; run; walk,1
AVES-105353,1
taped,1
"song taped, mimics L. rufopicta, tape 40A: 0-004, 45B: 180-300, 40A: 011",1
AVES-074601,1
AVES-101537,1
AVES-092723,1
AVES-103408,1
AVES-075616,1
AVES-136549,1
AVES-094407,1
AVES-101358,1
AVES-105620,1
perform visual display; lek; preen,1
AVES-094481,1
AVES-100116,1
AVES-105524,1
AVES-081719,1
AVES-105798,1
AVES-101146,1
AVES-105848,1
AVES-075123,1
AVES-074747,1
AVES-071688,1
AVES-071824,1
colony of 100 plus nests,1
just left nest of Orchard Oriole,1
perched in tree with female paradisea.,1
AVES-075116,1
AVES-094057,1
AVES-075295,1
AVES-102022,1
AVES-101730,1
AVES-101737,1
AVES-100911,1
AVES-072095,1
parent of 2 eggs collected,1
AVES-094853,1
AVES-103437,1
AVES-101330,1
AVES-105823,1
AVES-103475,1
AVES-102171,1
AVES-094752,1
AVES-102312,1
AVES-072650,1
AVES-100227,1
AVES-072186,1
At A Distance,1
call; mechanical sound; forage; fight; fly; Social context: family,1
call; advertise; forage; song,1
emit alarm; forage; establish flock contact; call,1
call; mate; copulate,1
wing flaps; fly; mechanical sound; song,1
attack; be displaced,1
"Mate laid 2+- eggs last week, then one bird removed eggs from nest. song 1969 #31B",1
"Swimming In Lagoon Near Shore, Several Individuals",1
Disturbed by a Jay near nest,1
Large Group Of Gulls At Offal And Garbage In City,1
Feeding On Eucalyptus Blossoms,1
AVES-101223,1
Male And Female; Copulation,1
3 Or 4 Flying In Treetops & Foraging,1
"""4 Birds, 2 In """"Turkey Posture"""" Fight""",1
Immediately Following Copulation,1
Foraging In Tall Tree,1
"Fear, Struggle,  Caught In Net",1
Adults Feeding Young Out Of Nest,1
singing at edge of river,1
"""""""Fussing With Each Other Over The Swarm""""""",1
"carrying 2 fully furred, non-volant young",1
AVES-102110,1
"Feeding in plowed, burned field with adult Vidua nigeriae. Quail Finch feed here also.",1
feeding on Ambystoma larvae,1
AVES-094626,1
AVES-072702,1
AVES-065630,1
AVES-101852,1
AVES-075338,1
AVES-103420,1
AVES-100755,1
AVES-102387,1
AVES-071152,1
"found perched ca 5 ft in small Hawthorn, 1 adult nearby showed anxiety",1
AVES-105618,1
AVES-105334,1
AVES-064499,1
AVES-072112,1
AVES-072487,1
AVES-100978,1
AVES-074015,1
AVES-101234,1
AVES-094540,1
AVES-065689,1
AVES-074787,1
Perched & Flying About,1
call; mechanical sound; establish parent young contact; beg; Social context: colony,1
mechanical sound; mimicry; depart; bill drumming; advertise; Social context: troop,1
Crossing Between Border Of 2Nd Growth & Forest,1
Responded Briefly To Playback,1
Flocks,1
"Captive Group, Social Interacftion Around Feeder",1
In Response To People Slowly Approaching,1
`,1
"Singing From Top Of Scrub, On Territory",1
Perched On Tuft Of S. Patens,1
"In Response To Recording, Mate in nearby tree",1
AVES-101982,1
One Bird Chased Another,1
A Few Individuals,1
In Dry Scrub Oak,1
Feeding & Looking Up At Us (Observers) (?),1
Last Three Songs In Flight,1
with LJ 744 and WEB 031152,1
with 2 young,1
could not stand,1
with female Icterus g galbula,1
from a nest of 4,1
Forest Caopy Flying Tree To Tree,1
swim; walk; care for young,1
From The Canopy,1
Distant Potoo Answers At Times,1
"30' Up In Deodar Cedar, Occasionally Foraging",1
In Response to Playback (Recorded),1
In Dense Roadside Vegetation,1
May Be Call & Response With 2Nd Individual,1
9 Days Out of the Nest,1
Two Birds?,1
"Due To Recordist'S Presence, Group Hw 7 & 4 Juveni",1
"On Bait Site, While Flying, On Ground, Ca 35 Birds",1
perch; carry nest material,1
Near Nest On Tundra,1
Christmas Berry Thicket,1
"Perched, Often Shifting Singing Location",1
AVES-074670,1
AVES-100136,1
AVES-102754,1
AVES-105661,1
AVES-075470,1
AVES-102634,1
AVES-094148,1
AVES-094889,1
stretch; call; beg; perch; preen,1
AVES-092744,1
AVES-075824,1
AVES-103265,1
AVES-075553,1
AVES-072077,1
Aggression/defense; forage; advertise; song,1
eat; forage; probe,1
call; care for young; Social context: family; establish flock contact,1
forage; fly; walk,1
perform visual display; preen; call; perch; hop,1
call; song; duet; advertise; court,1
AVES-072609,1
swim; stretch; stand,1
beg; sit on nest; peeps,1
attack; fight; flap,1
scratch; capture prey; forage; walk; defecate,1
call; song; court; emit alarm,1
song; call; counter singing; advertise; mate,1
call; court; establish flock contact,1
call; mimicry; fly; establish flock contact,1
walk; yawn,1
fly; feed young; perch,1
"Group Fp2, She Sees Recordist, He Sees Recordist",1
walk; preen; forage,1
tape 1993: 1A,1
Flying (Fluttering In Air),1
In Response To Pygmy Owl Call,1
"High In Rain Forest Trees, Displaying",1
"Male On Territory, Female Present",1
Response To Recorded Song,1
Family Group Including Fully Grown Juveniles,1
On Lagoon,1
"On Low Perch, small oak tree",1
In Tree Crowns Ca 15 M High,1
advertise; mate; court,1
Perched In Bush 2 M. From Ground,1
One Of Either Side Of Road,1
After Heavy Rain,1
"Responding To Playback, Agitated",1
Responding to Whistles,1
In Tall Grass,1
Taken with female (ANSP 187993).,1
flying south to ice edge,1
1 of a flock feeding on Cedar berries,1
with a lot of Barn Swallows,1
fed by parents,1
AVES-054731,1
AVES-074300,1
AVES-094923,1
AVES-092464,1
AVES-074419,1
AVES-136518,1
AVES-105888,1
